NPoints,K,NClusters,processes,generate,classify,user,elapsed,sys,pCPU
16384,128,5,2,0.010605,0.002318,0.000,0.009,0.014,158.74
16384,128,5,2,0.004598,0.001588,0.007,0.005,0.000,132.56
16384,128,5,2,0.009538,0.003046,0.007,0.009,0.007,152.17
16384,128,5,2,0.005504,0.002330,0.009,0.007,0.000,140.29
16384,128,5,2,0.007885,0.002207,0.011,0.007,0.000,150.10
16384,128,5,2,0.005745,0.003743,0.011,0.006,0.000,172.42
16384,128,5,2,0.012302,0.002064,0.016,0.010,0.000,164.52
16384,128,5,2,0.004537,0.001783,0.007,0.006,0.000,133.36
16384,128,5,2,0.006302,0.001761,0.009,0.006,0.000,144.90
16384,128,5,2,0.011456,0.005350,0.018,0.010,0.000,181.04
16384,128,5,2,0.009954,0.002347,0.007,0.009,0.007,157.58
16384,128,5,2,0.004476,0.002322,0.008,0.006,0.000,137.30
16384,128,5,2,0.008773,0.001782,0.000,0.007,0.011,156.09
16384,128,5,2,0.009589,0.003317,0.014,0.009,0.000,158.28
16384,128,5,2,0.006349,0.005050,0.013,0.008,0.000,174.70
16384,128,5,2,0.009924,0.002322,0.013,0.009,0.000,156.31
16384,128,5,2,0.010966,0.002623,0.000,0.010,0.015,155.87
16384,128,5,2,0.016891,0.001798,0.010,0.011,0.010,174.71
16384,128,5,2,0.008338,0.006185,0.016,0.010,0.000,166.64
16384,128,5,2,0.004906,0.002784,0.009,0.006,0.000,136.85
16384,128,5,2,0.002651,0.003152,0.007,0.007,0.000,102.92
16384,128,5,2,0.004372,0.003286,0.009,0.007,0.000,126.15
16384,128,5,2,0.005345,0.002246,0.009,0.006,0.000,140.17
16384,128,5,2,0.009204,0.002021,0.012,0.008,0.000,158.30
16384,128,5,2,0.004993,0.002910,0.000,0.007,0.009,130.28
