NPoints,K,NClusters,processes,generate,classify,user,elapsed,sys,pCPU
16384,128,5,16,0.052908,0.030877,0.000,0.018,0.086,473.82
16384,128,5,16,0.047061,0.026098,0.019,0.016,0.056,467.47
16384,128,5,16,0.048363,0.027140,0.022,0.017,0.055,459.26
16384,128,5,16,0.055158,0.026166,0.011,0.017,0.072,494.02
16384,128,5,16,0.047712,0.025246,0.027,0.016,0.047,472.74
16384,128,5,16,0.047279,0.025374,0.010,0.017,0.065,448.63
16384,128,5,16,0.040278,0.024810,0.013,0.015,0.053,434.31
16384,128,5,16,0.048694,0.024532,0.019,0.015,0.056,484.84
16384,128,5,16,0.047532,0.025703,0.010,0.016,0.065,479.01
16384,128,5,16,0.045737,0.026186,0.017,0.016,0.057,465.74
16384,128,5,16,0.043109,0.024932,0.000,0.015,0.069,455.41
16384,128,5,16,0.050165,0.026760,0.026,0.016,0.052,492.09
16384,128,5,16,0.047922,0.025841,0.017,0.016,0.058,475.83
16384,128,5,16,0.046378,0.025201,0.009,0.015,0.064,472.52
16384,128,5,16,0.046906,0.024770,0.015,0.016,0.058,465.14
16384,128,5,16,0.042309,0.025243,0.021,0.016,0.048,441.80
16384,128,5,16,0.047712,0.024760,0.017,0.016,0.057,462.37
16384,128,5,16,0.046700,0.024639,0.000,0.015,0.073,474.76
16384,128,5,16,0.046278,0.028757,0.021,0.017,0.056,454.02
16384,128,5,16,0.038172,0.025463,0.000,0.015,0.066,425.62
16384,128,5,16,0.046021,0.026963,0.000,0.016,0.074,452.87
16384,128,5,16,0.043096,0.027249,0.072,0.016,0.000,459.25
16384,128,5,16,0.045993,0.026203,0.000,0.016,0.074,461.91
16384,128,5,16,0.044246,0.025312,0.071,0.015,0.000,461.62
16384,128,5,16,0.047323,0.026763,0.038,0.016,0.038,467.93
