row,columns,threads,init,dotprod,user,elapsed,sys,pCPU
8000,8000,0,0.443836,0.236449,0.550,0.698,0.148,100.00
8000,8000,0,0.360803,0.210887,0.444,0.588,0.144,100.00
8000,8000,0,0.339804,0.204243,0.448,0.560,0.112,100.00
8000,8000,0,0.328693,0.198757,0.435,0.543,0.108,100.00
8000,8000,0,0.338414,0.199571,0.413,0.554,0.140,100.00
8000,8000,0,0.329353,0.198859,0.400,0.544,0.144,100.00
8000,8000,0,0.340012,0.198927,0.407,0.555,0.148,100.00
8000,8000,0,0.330417,0.200516,0.403,0.547,0.144,100.00
8000,8000,0,0.339472,0.200362,0.447,0.556,0.109,100.00
8000,8000,0,0.330274,0.200691,0.400,0.548,0.148,100.00
8000,8000,0,0.340115,0.199908,0.404,0.556,0.152,100.00
8000,8000,0,0.330212,0.206126,0.397,0.553,0.156,99.99
8000,8000,0,0.331426,0.199059,0.391,0.546,0.155,100.00
8000,8000,0,0.337871,0.199448,0.417,0.553,0.136,100.00
8000,8000,0,0.333133,0.204084,0.448,0.553,0.104,99.91
8000,8000,0,0.330239,0.206149,0.401,0.553,0.152,100.00
8000,8000,0,0.333034,0.198809,0.380,0.548,0.168,100.00
8000,8000,0,0.337475,0.202322,0.416,0.556,0.140,100.00
8000,8000,0,0.332785,0.206531,0.427,0.555,0.128,99.90
8000,8000,0,0.329606,0.206146,0.452,0.552,0.100,100.00
8000,8000,0,0.332450,0.199004,0.411,0.547,0.136,100.00
8000,8000,0,0.339349,0.202729,0.413,0.558,0.145,100.00
8000,8000,0,0.332534,0.204319,0.397,0.553,0.156,100.00
8000,8000,0,0.331908,0.205841,0.417,0.554,0.136,100.00
8000,8000,0,0.332377,0.205759,0.434,0.554,0.119,100.00
8000,8000,0,0.332264,0.205642,0.425,0.554,0.128,100.00
8000,8000,0,0.333159,0.205624,0.431,0.555,0.124,100.00
8000,8000,0,0.331113,0.206145,0.413,0.553,0.140,100.00
8000,8000,0,0.331959,0.198868,0.427,0.547,0.120,100.00
8000,8000,0,0.339692,0.200382,0.420,0.556,0.136,100.00
8000,8000,0,0.332979,0.204493,0.429,0.553,0.124,100.00
8000,8000,0,0.332574,0.205415,0.409,0.554,0.144,100.00
8000,8000,0,0.329950,0.206148,0.404,0.552,0.148,100.00
8000,8000,0,0.332179,0.198747,0.435,0.547,0.112,100.00
8000,8000,0,0.339118,0.200927,0.424,0.556,0.132,100.00
8000,8000,0,0.333073,0.205789,0.430,0.555,0.124,99.93
8000,8000,0,0.332042,0.206154,0.435,0.554,0.120,100.00
8000,8000,0,0.331934,0.206130,0.395,0.554,0.159,100.00
8000,8000,0,0.331980,0.199145,0.399,0.547,0.149,100.00
8000,8000,0,0.340147,0.200844,0.417,0.557,0.140,100.00
8000,8000,0,0.332212,0.206142,0.423,0.554,0.131,100.00
8000,8000,0,0.333676,0.204233,0.425,0.554,0.128,100.00
8000,8000,0,0.331910,0.204870,0.408,0.552,0.144,100.00
8000,8000,0,0.334197,0.203966,0.411,0.554,0.143,100.00
8000,8000,0,0.333160,0.204298,0.413,0.553,0.140,100.00
8000,8000,0,0.332155,0.205739,0.421,0.554,0.132,100.00
8000,8000,0,0.332002,0.206116,0.383,0.554,0.171,100.00
8000,8000,0,0.330986,0.206158,0.413,0.553,0.140,99.99
8000,8000,0,0.333343,0.198720,0.420,0.548,0.128,100.00
8000,8000,0,0.339438,0.199434,0.423,0.555,0.132,100.00
8000,8000,0,0.335187,0.204223,0.426,0.555,0.129,100.00
8000,8000,0,0.331828,0.206145,0.439,0.554,0.116,100.00
8000,8000,0,0.332112,0.198872,0.387,0.547,0.160,100.00
