NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
16384,128,16,8,0.000205,0.001662,0.001662,0.033,0.055,0.177,386.23
16384,128,16,8,0.000320,0.002577,0.002577,0.066,0.361,0.238,84.22
16384,128,16,8,0.000323,0.002498,0.002498,0.067,0.063,0.197,420.86
16384,128,16,8,0.000281,0.002268,0.002268,0.056,0.375,0.279,89.18
16384,128,16,8,0.000452,0.003616,0.003616,0.102,0.073,0.241,468.29
16384,128,16,8,0.000284,0.002403,0.002403,0.072,0.369,0.307,102.74
16384,128,16,8,0.000561,0.004666,0.004666,0.119,0.087,0.282,460.99
16384,128,16,8,0.000239,0.001760,0.001760,0.086,0.381,0.521,159.00
16384,128,16,8,0.000212,0.001709,0.001709,0.048,0.043,0.104,356.52
16384,128,16,8,0.000321,0.002445,0.002445,0.050,0.360,0.244,81.50
16384,128,16,8,0.000568,0.004473,0.004473,0.088,0.087,0.301,447.09
16384,128,16,8,0.000860,0.006779,0.006779,0.170,0.408,0.569,181.48
16384,128,16,8,0.000852,0.006607,0.006607,0.116,0.436,0.718,191.05
16384,128,16,8,0.000926,0.006974,0.006974,0.153,0.438,0.711,197.52
16384,128,16,8,0.000866,0.006894,0.006894,0.198,0.437,0.683,201.30
16384,128,16,8,0.000860,0.006958,0.006958,0.215,0.437,0.660,200.27
16384,128,16,8,0.000753,0.006066,0.006066,0.136,0.429,0.651,183.47
16384,128,16,8,0.000854,0.006856,0.006856,0.220,0.434,0.584,185.51
16384,128,16,8,0.000854,0.006861,0.006861,0.154,0.441,0.668,186.54
16384,128,16,8,0.000855,0.006721,0.006721,0.157,0.429,0.634,184.39
16384,128,16,8,0.000858,0.006810,0.006810,0.192,0.433,0.620,187.36
16384,128,16,8,0.000892,0.006904,0.006904,0.172,0.430,0.649,190.83
16384,128,16,8,0.000214,0.001773,0.001773,0.119,0.403,0.517,157.80
16384,128,16,8,0.000212,0.001754,0.001754,0.065,0.044,0.093,359.22
16384,128,16,8,0.000281,0.002195,0.002195,0.041,0.354,0.229,76.37
16384,128,16,8,0.000521,0.004345,0.004345,0.107,0.078,0.224,422.14
16384,128,16,8,0.000843,0.006912,0.006912,0.164,0.410,0.594,185.09
16384,128,16,8,0.000755,0.006171,0.006171,0.243,0.453,0.645,196.19
16384,128,16,8,0.000213,0.003913,0.003913,0.112,0.397,0.563,169.99
16384,128,16,8,0.000206,0.001765,0.001765,0.051,0.042,0.108,379.07
16384,128,16,8,0.000309,0.002269,0.002269,0.052,0.359,0.243,82.08
16384,128,16,8,0.000487,0.003854,0.003854,0.117,0.075,0.211,433.75
16384,128,16,8,0.000850,0.006665,0.006665,0.178,0.405,0.506,168.66
16384,128,16,8,0.000212,0.001699,0.001699,0.170,0.411,0.527,169.63
16384,128,16,8,0.000221,0.001668,0.001668,0.063,0.046,0.124,404.02
16384,128,16,8,0.000305,0.003886,0.003886,0.090,0.361,0.226,87.39
16384,128,16,8,0.000690,0.005304,0.005304,0.163,0.126,0.321,384.40
16384,128,16,8,0.000207,0.001652,0.001652,0.092,0.390,0.538,161.85
16384,128,16,8,0.000206,0.001716,0.001716,0.062,0.045,0.100,356.47
16384,128,16,8,0.000323,0.002980,0.002980,0.058,0.361,0.240,82.63
16384,128,16,8,0.000396,0.003782,0.003782,0.077,0.416,0.415,118.49
16384,128,16,8,0.000323,0.002579,0.002579,0.107,0.411,0.397,122.53
16384,128,16,8,0.000753,0.005982,0.005982,0.129,0.137,0.381,371.43
16384,128,16,8,0.000846,0.006742,0.006742,0.141,0.417,0.673,195.00
16384,128,16,8,0.000210,0.002127,0.002127,0.118,0.403,0.523,159.15
16384,128,16,8,0.000205,0.001672,0.001672,0.043,0.046,0.119,352.81
16384,128,16,8,0.000321,0.002478,0.002478,0.073,0.356,0.213,80.19
16384,128,16,8,0.000320,0.002589,0.002589,0.111,0.413,0.302,100.16
16384,128,16,8,0.000761,0.006003,0.006003,0.105,0.100,0.383,486.36
16384,128,16,8,0.000848,0.006716,0.006716,0.197,0.417,0.585,187.30
