NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
16384,128,16,1,0.000518,0.006422,0.006422,0.019,0.342,0.028,13.75
16384,128,16,1,0.000538,0.006015,0.006015,0.027,0.046,0.021,104.53
16384,128,16,1,0.000273,0.003376,0.003376,0.014,0.052,0.022,69.59
16384,128,16,1,0.000583,0.006630,0.006630,0.015,0.329,0.037,15.68
16384,128,16,1,0.000384,0.003539,0.003539,0.008,0.039,0.033,105.52
16384,128,16,1,0.000142,0.001726,0.001726,0.007,0.016,0.010,106.36
16384,128,16,1,0.000152,0.001842,0.001842,0.005,0.041,0.018,58.31
16384,128,16,1,0.000582,0.007341,0.007341,0.020,0.323,0.027,14.66
16384,128,16,1,0.000388,0.004497,0.004497,0.019,0.042,0.025,104.85
16384,128,16,1,0.000167,0.002030,0.002030,0.007,0.043,0.019,61.61
16384,128,16,1,0.000579,0.007382,0.007382,0.019,0.327,0.030,14.78
16384,128,16,1,0.000290,0.003582,0.003582,0.029,0.041,0.014,105.72
16384,128,16,1,0.000166,0.002037,0.002037,0.003,0.017,0.015,106.36
16384,128,16,1,0.000167,0.002041,0.002041,0.006,0.043,0.020,58.61
16384,128,16,1,0.000579,0.007308,0.007308,0.028,0.327,0.020,14.61
16384,128,16,1,0.000388,0.003925,0.003925,0.032,0.043,0.012,104.98
16384,128,16,1,0.000165,0.002053,0.002053,0.016,0.043,0.010,59.72
16384,128,16,1,0.000579,0.007324,0.007324,0.028,0.323,0.020,14.95
16384,128,16,1,0.000287,0.003689,0.003689,0.031,0.040,0.012,105.10
16384,128,16,1,0.000143,0.001722,0.001722,0.006,0.016,0.011,106.94
16384,128,16,1,0.000146,0.001786,0.001786,0.003,0.040,0.020,56.57
16384,128,16,1,0.000236,0.002953,0.002953,0.014,0.309,0.018,10.17
16384,128,16,1,0.000326,0.003409,0.003409,0.016,0.026,0.011,106.34
16384,128,16,1,0.000280,0.003368,0.003368,0.009,0.026,0.018,105.85
16384,128,16,1,0.000145,0.001742,0.001742,0.003,0.017,0.014,106.11
16384,128,16,1,0.000160,0.001971,0.001971,0.002,0.042,0.021,55.96
16384,128,16,1,0.000580,0.007354,0.007354,0.018,0.323,0.029,14.71
16384,128,16,1,0.000271,0.002840,0.002840,0.026,0.039,0.015,104.99
16384,128,16,1,0.000142,0.001737,0.001737,0.011,0.016,0.005,106.24
16384,128,16,1,0.000173,0.002038,0.002038,0.006,0.044,0.019,56.38
16384,128,16,1,0.000232,0.002849,0.002849,0.013,0.310,0.017,9.78
16384,128,16,1,0.000351,0.003508,0.003508,0.018,0.025,0.009,106.34
16384,128,16,1,0.000331,0.003377,0.003377,0.013,0.026,0.014,106.10
16384,128,16,1,0.000285,0.003439,0.003439,0.014,0.026,0.013,106.29
16384,128,16,1,0.000585,0.007300,0.007300,0.027,0.359,0.028,15.36
16384,128,16,1,0.000581,0.007214,0.007214,0.013,0.052,0.042,104.72
16384,128,16,1,0.000231,0.002867,0.002867,0.010,0.336,0.040,14.93
16384,128,16,1,0.000230,0.003059,0.003059,0.014,0.022,0.010,106.61
16384,128,16,1,0.000233,0.003043,0.003043,0.016,0.022,0.008,106.21
16384,128,16,1,0.000232,0.003047,0.003047,0.015,0.022,0.008,105.04
16384,128,16,1,0.000273,0.003370,0.003370,0.013,0.051,0.021,67.22
16384,128,16,1,0.000576,0.007317,0.007317,0.023,0.330,0.030,16.21
16384,128,16,1,0.000597,0.006975,0.006975,0.025,0.052,0.028,103.99
16384,128,16,1,0.000576,0.006212,0.006212,0.019,0.072,0.037,77.46
16384,128,16,1,0.000232,0.002938,0.002938,0.009,0.318,0.030,12.36
16384,128,16,1,0.000183,0.002200,0.002200,0.011,0.025,0.016,107.15
16384,128,16,1,0.000178,0.002222,0.002222,0.015,0.018,0.003,105.80
16384,128,16,1,0.000177,0.002188,0.002188,0.013,0.017,0.005,105.11
16384,128,16,1,0.000233,0.002876,0.002876,0.012,0.047,0.016,61.02
16384,128,16,1,0.000582,0.007272,0.007272,0.014,0.330,0.038,15.67
