A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
2000,2000,2000,16,0.447,3.215,0.429,4.091
2000,2000,2000,16,0.467,3.232,0.427,4.126
2000,2000,2000,16,0.462,3.208,0.574,4.245
2000,2000,2000,16,0.458,3.208,0.474,4.140
2000,2000,2000,16,0.509,3.204,0.470,4.183
2000,2000,2000,16,0.484,3.204,0.624,4.312
2000,2000,2000,16,0.476,3.211,0.543,4.230
2000,2000,2000,16,0.488,3.216,0.399,4.103
2000,2000,2000,16,0.445,3.211,0.829,4.485
2000,2000,2000,16,0.479,3.208,0.415,4.102
2000,2000,2000,16,0.456,3.209,0.605,4.270
2000,2000,2000,16,0.420,3.220,0.381,4.022
2000,2000,2000,16,0.492,3.209,0.610,4.311
2000,2000,2000,16,0.480,3.208,0.444,4.132
2000,2000,2000,16,0.687,3.209,0.809,4.705
