A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
2000,2000,2000,8,0.158,3.194,0.054,3.405
2000,2000,2000,8,0.177,3.213,0.073,3.463
2000,2000,2000,8,0.179,3.198,0.064,3.441
2000,2000,2000,8,0.179,3.183,0.059,3.421
2000,2000,2000,8,0.186,3.180,0.062,3.429
2000,2000,2000,8,0.169,3.182,0.054,3.405
2000,2000,2000,8,0.178,3.179,0.064,3.421
2000,2000,2000,8,0.176,3.179,0.063,3.418
2000,2000,2000,8,0.177,3.178,0.053,3.408
2000,2000,2000,8,0.176,3.188,0.076,3.440
2000,2000,2000,8,0.178,3.179,0.064,3.421
2000,2000,2000,8,0.176,3.180,0.054,3.410
2000,2000,2000,8,0.176,3.181,0.068,3.425
2000,2000,2000,8,0.176,3.179,0.050,3.405
2000,2000,2000,8,0.180,3.186,0.076,3.443
