A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
2000,2000,2000,4,0.114,4.606,0.069,4.790
2000,2000,2000,4,0.148,4.619,0.120,4.887
2000,2000,2000,4,0.094,4.634,0.031,4.759
2000,2000,2000,4,0.103,4.609,0.028,4.740
2000,2000,2000,4,0.140,4.612,0.068,4.820
2000,2000,2000,4,0.106,4.607,0.036,4.749
2000,2000,2000,4,0.146,4.608,0.078,4.833
2000,2000,2000,4,0.116,4.607,0.053,4.776
2000,2000,2000,4,0.109,4.613,0.028,4.750
2000,2000,2000,4,0.145,4.632,0.083,4.860
2000,2000,2000,4,0.149,4.595,0.077,4.821
2000,2000,2000,4,0.144,4.604,0.070,4.818
2000,2000,2000,4,0.108,4.602,0.041,4.751
2000,2000,2000,4,0.099,4.605,0.031,4.735
2000,2000,2000,4,0.128,4.606,0.065,4.799
