A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
2000,2000,2000,1,0.102,11.114,0.020,11.237
2000,2000,2000,1,0.095,11.121,0.020,11.236
2000,2000,2000,1,0.071,11.143,0.019,11.232
2000,2000,2000,1,0.092,11.131,0.020,11.244
2000,2000,2000,1,0.093,11.133,0.020,11.245
2000,2000,2000,1,0.096,11.135,0.019,11.250
2000,2000,2000,1,0.070,11.158,0.020,11.248
2000,2000,2000,1,0.067,11.166,0.019,11.252
2000,2000,2000,1,0.065,11.138,0.020,11.223
2000,2000,2000,1,0.066,11.132,0.020,11.218
2000,2000,2000,1,0.065,11.133,0.019,11.217
2000,2000,2000,1,0.065,11.135,0.019,11.219
2000,2000,2000,1,0.067,11.133,0.020,11.220
2000,2000,2000,1,0.065,11.134,0.020,11.218
2000,2000,2000,1,0.065,11.131,0.020,11.215
