A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,4,0.006,0.486,0.013,0.504
1000,1000,1000,4,0.007,0.543,0.010,0.561
1000,1000,1000,4,0.008,0.559,0.013,0.579
1000,1000,1000,4,0.008,0.562,0.015,0.585
1000,1000,1000,4,0.008,0.572,0.013,0.592
1000,1000,1000,4,0.008,0.569,0.011,0.587
1000,1000,1000,4,0.008,0.561,0.011,0.580
1000,1000,1000,4,0.008,0.569,0.010,0.587
1000,1000,1000,4,0.008,0.561,0.011,0.579
1000,1000,1000,4,0.008,0.566,0.012,0.585
1000,1000,1000,4,0.008,0.569,0.010,0.587
1000,1000,1000,4,0.007,0.563,0.009,0.578
1000,1000,1000,4,0.008,0.562,0.013,0.582
1000,1000,1000,4,0.008,0.566,0.010,0.583
1000,1000,1000,4,0.008,0.561,0.014,0.583
