A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,1,0.017,1.561,0.005,1.584
1000,1000,1000,1,0.007,1.317,0.005,1.329
1000,1000,1000,1,0.006,1.317,0.005,1.328
1000,1000,1000,1,0.006,1.325,0.005,1.336
1000,1000,1000,1,0.006,1.324,0.005,1.335
1000,1000,1000,1,0.006,1.322,0.005,1.334
1000,1000,1000,1,0.007,1.316,0.005,1.328
1000,1000,1000,1,0.007,1.328,0.005,1.339
1000,1000,1000,1,0.006,1.328,0.005,1.340
1000,1000,1000,1,0.007,1.327,0.005,1.339
1000,1000,1000,1,0.006,1.327,0.005,1.339
1000,1000,1000,1,0.006,1.331,0.008,1.345
1000,1000,1000,1,0.007,1.326,0.005,1.338
1000,1000,1000,1,0.006,1.333,0.005,1.345
1000,1000,1000,1,0.006,1.326,0.005,1.338
