A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,2,0.005,0.771,0.005,0.781
1000,1000,1000,2,0.006,0.838,0.005,0.848
1000,1000,1000,2,0.006,0.841,0.006,0.852
1000,1000,1000,2,0.006,0.841,0.006,0.853
1000,1000,1000,2,0.006,0.842,0.006,0.853
1000,1000,1000,2,0.006,0.846,0.008,0.859
1000,1000,1000,2,0.005,0.840,0.007,0.852
1000,1000,1000,2,0.005,0.839,0.005,0.849
1000,1000,1000,2,0.006,0.839,0.005,0.850
1000,1000,1000,2,0.006,0.843,0.005,0.853
1000,1000,1000,2,0.006,0.844,0.005,0.855
1000,1000,1000,2,0.006,0.838,0.008,0.851
1000,1000,1000,2,0.006,0.841,0.005,0.852
1000,1000,1000,2,0.005,0.835,0.006,0.847
1000,1000,1000,2,0.006,0.846,0.006,0.857
