| Version  | Processes |        user        |    generatePoints    |    classifyPoint    |        Total        |      Speedup       |     Efficiency     |
|  Serial  |     1     |       0.3272       | 0.011388700000000002 | 0.31986079999999995 | 0.31986079999999995 |        1.0         |        1.0         |
| Parallel |     1     |       0.3615       | 0.026461700000000005 |      0.3430546      |      0.3430546      | 0.9323903541885168 | 0.9323903541885168 |
| Parallel |     2     |       0.4063       | 0.017089600000000003 | 0.18361080000000002 | 0.18361080000000002 | 1.7420587459996901 | 0.8710293729998451 |
| Parallel |     4     |       0.8355       | 0.046094600000000006 | 0.13704909999999998 | 0.13704909999999998 | 2.3339139038490586 | 0.5834784759622647 |
| Parallel |     8     | 1.7135000000000002 | 0.06393370000000001  |      0.1273749      |      0.1273749      | 2.5111760637299807 | 0.3138970079662476 |
