NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
19,465;2,932;1,395;711,70
24,443;3,572;1,584;728,84
24,324;3,565;1,498;724,53
58,008;7,882;2,311;765,36
56,152;7,611;2,028;764,51
57,344;7,784;2,252;765,72
54,977;7,469;2,099;764,27
24,764;3,626;1,668;729,15
16,407;2,524;1,323;702,72
53,250;7,269;2,208;762,92
53,059;7,204;1,907;762,98
50,391;6,894;2,014;760,26
34,891;4,919;1,796;745,96
20,997;3,152;1,677;719,59
48,463;6,630;1,876;759,36
49,695;6,787;1,937;760,73
16,476;2,547;1,358;700,46
55,490;7,522;1,966;763,93
44,683;6,161;1,894;755,99
43,966;6,065;1,891;756,09
54,185;7,356;2,041;764,45
60,023;8,118;2,196;766,53
55,565;7,560;2,154;763,58
29,287;4,202;1,778;739,28
55,839;7,573;2,001;763,86
46,712;6,414;2,010;759,74
26,367;3,819;1,652;733,86
29,728;4,245;1,597;737,92
53,277;7,265;2,132;762,78
53,056;7,230;2,068;762,44
26,063;3,781;1,518;729,46
44,214;6,099;1,904;756,27
49,546;6,780;2,048;761,09
20,385;3,053;1,450;715,17
37,178;5,201;1,799;749,56
46,001;6,313;1,884;758,50
50,991;6,980;2,184;761,82
47,207;6,490;2,061;759,24
61,270;8,302;2,382;766,70
62,122;8,413;2,458;767,72
58,018;7,870;2,183;764,94
60,076;8,148;2,444;767,40
20,512;3,041;1,360;719,44
26,990;3,900;1,597;733,17
21,905;3,247;1,486;720,60
47,530;6,541;2,104;758,82
54,884;7,479;2,200;763,35
19,699;2,962;1,460;714,57
70,411;9,441;2,306;770,22
50,274;6,874;2,003;760,49
54,989;7,477;2,123;763,93
17,448;2,685;1,420;702,72
21,783;3,234;1,518;720,51
56,669;7,672;2,051;765,38
50,909;6,926;1,920;762,87
58,848;7,984;2,220;764,87
28,037;4,036;1,660;736,00
52,975;7,213;2,086;763,35
54,789;7,423;1,937;764,20
53,790;7,302;1,887;762,58
54,669;7,454;2,148;762,24
54,879;7,461;2,100;763,69
59,616;8,076;2,314;766,84
19,622;2,976;1,601;713,16
20,056;3,026;1,562;714,63
54,405;7,399;2,046;762,95
18,691;2,842;1,511;711,08
54,992;7,469;2,091;764,25
57,280;7,763;2,146;765,59
26,622;3,856;1,633;732,76
51,395;7,022;1,979;760,20
23,184;3,426;1,541;721,70
40,722;5,638;1,720;752,78
51,538;7,025;1,934;761,27
51,949;7,100;2,132;761,80
54,491;7,425;2,174;763,26
22,553;3,339;1,571;722,71
59,447;8,049;2,233;766,30
18,558;2,817;1,393;708,47
24,482;3,583;1,648;729,27
19,472;2,956;1,615;713,59
34,955;4,947;1,797;742,91
31,201;4,453;1,837;742,08
16,103;2,521;1,466;697,18
22,251;3,310;1,710;724,12
49,182;6,746;2,113;760,36
22,952;3,404;1,737;725,26
56,082;7,610;2,135;765,10
53,434;7,292;2,226;763,30
55,419;7,513;1,950;763,59
46,768;6,439;2,043;758,06
21,405;3,179;1,496;720,59
57,566;7,802;2,177;765,74
21,224;3,187;1,647;717,63
16,608;2,597;1,618;702,07
19,065;2,902;1,577;711,54
22,097;3,281;1,552;721,01
48,025;6,569;1,909;760,26
44,888;6,205;2,059;756,71
49,696;6,806;2,176;762,27
