NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
1048576,1024,32,1,0.028070,0.286048,0.286048,0.286,0.645,0.061,53.75
1048576,1024,32,1,0.014873,0.270132,0.270132,0.283,0.596,0.031,52.85
1048576,1024,32,1,0.009018,0.292491,0.292491,0.300,0.315,0.016,100.25
1048576,1024,32,1,0.029788,0.272081,0.272081,0.300,0.615,0.038,54.95
1048576,1024,32,1,0.009592,0.294258,0.294258,0.298,0.317,0.020,100.26
1048576,1024,32,1,0.030524,0.279529,0.279529,0.316,0.624,0.029,55.29
1048576,1024,32,1,0.009823,0.295704,0.295704,0.292,0.319,0.028,100.27
1048576,1024,32,1,0.029426,0.271363,0.271363,0.308,0.613,0.028,54.94
1048576,1024,32,1,0.009699,0.296889,0.296889,0.294,0.321,0.028,100.28
1048576,1024,32,1,0.029791,0.271937,0.271937,0.296,0.618,0.041,54.55
1048576,1024,32,1,0.009611,0.296526,0.296526,0.285,0.320,0.036,100.29
1048576,1024,32,1,0.028699,0.271868,0.271868,0.280,0.615,0.056,54.52
1048576,1024,32,1,0.009179,0.299484,0.299484,0.303,0.322,0.020,100.27
1048576,1024,32,1,0.028404,0.273654,0.273654,0.282,0.618,0.057,54.84
1048576,1024,32,1,0.009073,0.294696,0.294696,0.292,0.317,0.027,100.28
1048576,1024,32,1,0.022561,0.274982,0.274982,0.299,0.618,0.042,55.21
1048576,1024,32,1,0.009191,0.296155,0.296155,0.304,0.319,0.016,100.26
1048576,1024,32,1,0.029850,0.272990,0.272990,0.289,0.618,0.051,55.06
1048576,1024,32,1,0.009324,0.301305,0.301305,0.301,0.325,0.024,99.89
1048576,1024,32,1,0.029386,0.274167,0.274167,0.299,0.625,0.042,54.56
1048576,1024,32,1,0.008959,0.294454,0.294454,0.302,0.317,0.016,100.25
1048576,1024,32,1,0.028968,0.279856,0.279856,0.283,0.625,0.062,55.23
1048576,1024,32,1,0.009328,0.296439,0.296439,0.289,0.320,0.032,100.29
1048576,1024,32,1,0.028068,0.272453,0.272453,0.297,0.612,0.039,54.90
1048576,1024,32,1,0.009305,0.295556,0.295556,0.311,0.319,0.008,100.19
1048576,1024,32,1,0.027660,0.273618,0.273618,0.309,0.615,0.026,54.58
1048576,1024,32,1,0.009826,0.297580,0.297580,0.298,0.321,0.024,100.29
1048576,1024,32,1,0.027585,0.271624,0.271624,0.280,0.614,0.054,54.46
1048576,1024,32,1,0.009846,0.302568,0.302568,0.305,0.326,0.022,100.29
1048576,1024,32,1,0.026972,0.273363,0.273363,0.311,0.613,0.026,54.96
1048576,1024,32,1,0.009463,0.296580,0.296580,0.293,0.320,0.028,100.30
1048576,1024,32,1,0.018945,0.285583,0.285583,0.296,0.617,0.041,54.59
1048576,1024,32,1,0.026482,0.266696,0.266696,0.287,0.607,0.042,54.31
1048576,1024,32,1,0.009171,0.283775,0.283775,0.282,0.307,0.025,100.30
1048576,1024,32,1,0.024851,0.269561,0.269561,0.288,0.614,0.051,55.14
1048576,1024,32,1,0.009266,0.293718,0.293718,0.297,0.317,0.020,100.28
1048576,1024,32,1,0.028425,0.272832,0.272832,0.295,0.616,0.042,54.73
1048576,1024,32,1,0.008971,0.299089,0.299089,0.297,0.322,0.026,100.27
1048576,1024,32,1,0.030383,0.274799,0.274799,0.291,0.621,0.053,55.37
1048576,1024,32,1,0.009497,0.295935,0.295935,0.303,0.319,0.016,100.27
1048576,1024,32,1,0.029263,0.281833,0.281833,0.306,0.628,0.043,55.65
1048576,1024,32,1,0.009091,0.297099,0.297099,0.297,0.320,0.024,100.30
1048576,1024,32,1,0.029304,0.280310,0.280310,0.297,0.622,0.045,54.94
1048576,1024,32,1,0.027246,0.270773,0.270773,0.294,0.616,0.041,54.35
1048576,1024,32,1,0.008662,0.285852,0.285852,0.295,0.308,0.014,100.29
1048576,1024,32,1,0.027402,0.269404,0.269404,0.279,0.613,0.054,54.38
1048576,1024,32,1,0.009373,0.292235,0.292235,0.292,0.316,0.024,100.28
1048576,1024,32,1,0.026790,0.273348,0.273348,0.306,0.618,0.033,54.79
1048576,1024,32,1,0.009185,0.294877,0.294877,0.293,0.318,0.026,100.28
1048576,1024,32,1,0.030157,0.273796,0.273796,0.287,0.618,0.053,55.05
1048576,1024,32,1,0.008967,0.296818,0.296818,0.304,0.319,0.016,100.28
1048576,1024,32,1,0.030339,0.273212,0.273212,0.286,0.617,0.053,55.04
1048576,1024,32,1,0.010028,0.298223,0.298223,0.308,0.322,0.015,100.25
1048576,1024,32,1,0.027399,0.273749,0.273749,0.294,0.621,0.048,55.02
1048576,1024,32,1,0.009286,0.295807,0.295807,0.299,0.319,0.020,100.28
1048576,1024,32,1,0.029452,0.272544,0.272544,0.302,0.615,0.037,55.08
1048576,1024,32,1,0.009434,0.298530,0.298530,0.286,0.322,0.036,100.24
1048576,1024,32,1,0.028983,0.274859,0.274859,0.310,0.618,0.033,55.42
1048576,1024,32,1,0.009499,0.295035,0.295035,0.304,0.319,0.016,100.29
1048576,1024,32,1,0.029169,0.283213,0.283213,0.297,0.627,0.047,55.00
1048576,1024,32,1,0.028763,0.266792,0.266792,0.287,0.613,0.048,54.53
1048576,1024,32,1,0.009313,0.283123,0.283123,0.291,0.306,0.017,100.32
1048576,1024,32,1,0.029793,0.280534,0.280534,0.284,0.625,0.059,54.86
1048576,1024,32,1,0.028942,0.265859,0.265859,0.286,0.610,0.048,54.59
1048576,1024,32,1,0.009619,0.281685,0.281685,0.286,0.305,0.020,100.29
1048576,1024,32,1,0.029101,0.278414,0.278414,0.310,0.621,0.035,55.54
1048576,1024,32,1,0.008852,0.292187,0.292187,0.307,0.314,0.008,100.29
1048576,1024,32,1,0.029259,0.271920,0.271920,0.300,0.616,0.038,54.93
1048576,1024,32,1,0.008965,0.295627,0.295627,0.289,0.318,0.030,100.29
1048576,1024,32,1,0.018289,0.278989,0.278989,0.299,0.602,0.026,54.02
1048576,1024,32,1,0.009127,0.297235,0.297235,0.286,0.320,0.036,100.31
1048576,1024,32,1,0.029867,0.274183,0.274183,0.298,0.626,0.044,54.59
1048576,1024,32,1,0.009054,0.296290,0.296290,0.298,0.319,0.023,100.30
1048576,1024,32,1,0.029098,0.273445,0.273445,0.317,0.620,0.024,55.04
1048576,1024,32,1,0.009263,0.294204,0.294204,0.294,0.317,0.024,100.28
1048576,1024,32,1,0.011690,0.272874,0.272874,0.282,0.593,0.028,52.22
1048576,1024,32,1,0.009493,0.298316,0.298316,0.292,0.322,0.031,100.29
1048576,1024,32,1,0.029341,0.272355,0.272355,0.292,0.615,0.046,54.90
1048576,1024,32,1,0.009635,0.299606,0.299606,0.287,0.323,0.037,100.28
1048576,1024,32,1,0.029840,0.273718,0.273718,0.303,0.616,0.038,55.33
1048576,1024,32,1,0.009154,0.296133,0.296133,0.312,0.319,0.008,100.31
1048576,1024,32,1,0.030674,0.280635,0.280635,0.302,0.625,0.045,55.56
1048576,1024,32,1,0.009687,0.297826,0.297826,0.308,0.321,0.014,100.28
