NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
1048576,1024,32,4,0.011895,0.124582,0.124582,0.563,0.182,0.113,370.81
1048576,1024,32,4,0.051304,0.138671,0.138671,0.883,0.578,0.253,196.43
1048576,1024,32,4,0.054700,0.155491,0.155491,0.923,0.598,0.274,200.30
1048576,1024,32,4,0.054096,0.133709,0.133709,0.889,0.586,0.269,197.56
1048576,1024,32,4,0.054714,0.133881,0.133881,0.885,0.579,0.256,197.05
1048576,1024,32,4,0.054780,0.134847,0.134847,0.888,0.578,0.230,193.15
1048576,1024,32,4,0.054706,0.144987,0.144987,0.887,0.617,0.234,181.59
1048576,1024,32,4,0.015529,0.124648,0.124648,0.607,0.185,0.084,374.13
1048576,1024,32,4,0.054663,0.138691,0.138691,0.910,0.581,0.231,196.34
1048576,1024,32,4,0.054559,0.140984,0.140984,0.920,0.588,0.253,199.37
