A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
1000,1000,1000,32,0.387,1.638,2.025
1000,1000,1000,32,0.457,1.845,2.303
1000,1000,1000,32,0.374,1.478,1.851
1000,1000,1000,32,0.421,1.783,2.204
1000,1000,1000,32,0.423,1.850,2.273
1000,1000,1000,32,0.368,1.661,2.029
1000,1000,1000,32,0.424,1.812,2.235
1000,1000,1000,32,0.360,1.849,2.209
1000,1000,1000,32,0.354,1.535,1.889
1000,1000,1000,32,0.434,1.680,2.114
1000,1000,1000,32,0.398,1.709,2.107
1000,1000,1000,32,0.368,1.676,2.044
1000,1000,1000,32,0.392,1.649,2.041
1000,1000,1000,32,0.390,1.869,2.259
1000,1000,1000,32,0.393,1.733,2.126
1000,1000,1000,32,0.396,1.817,2.212
1000,1000,1000,32,0.394,1.881,2.275
1000,1000,1000,32,0.354,1.826,2.180
1000,1000,1000,32,0.405,1.735,2.140
1000,1000,1000,32,0.393,1.818,2.211
1000,1000,1000,32,0.392,1.814,2.206
1000,1000,1000,32,0.397,1.617,2.015
1000,1000,1000,32,0.373,1.525,1.897
1000,1000,1000,32,0.395,1.679,2.074
1000,1000,1000,32,0.406,1.771,2.177
1000,1000,1000,32,0.365,1.904,2.269
1000,1000,1000,32,0.381,1.858,2.239
1000,1000,1000,32,0.384,1.598,1.982
1000,1000,1000,32,0.349,1.576,1.925
1000,1000,1000,32,0.370,1.737,2.107
1000,1000,1000,32,0.430,1.836,2.266
1000,1000,1000,32,0.460,1.850,2.310
1000,1000,1000,32,0.347,1.789,2.136
1000,1000,1000,32,0.405,1.617,2.022
1000,1000,1000,32,0.348,1.997,2.345
1000,1000,1000,32,0.391,1.716,2.107
1000,1000,1000,32,0.397,1.835,2.232
1000,1000,1000,32,0.351,1.641,1.992
1000,1000,1000,32,0.398,1.712,2.109
1000,1000,1000,32,0.406,1.570,1.976
1000,1000,1000,32,0.390,1.542,1.932
1000,1000,1000,32,0.429,1.691,2.120
1000,1000,1000,32,0.391,1.595,1.986
1000,1000,1000,32,0.398,1.494,1.892
1000,1000,1000,32,0.393,1.531,1.924
1000,1000,1000,32,0.375,1.587,1.962
1000,1000,1000,32,0.397,1.771,2.168
1000,1000,1000,32,0.346,1.798,2.143
1000,1000,1000,32,0.344,1.790,2.134
1000,1000,1000,32,0.446,1.807,2.253
1000,1000,1000,32,0.397,1.740,2.138
1000,1000,1000,32,0.443,1.831,2.274
1000,1000,1000,32,0.361,1.844,2.205
1000,1000,1000,32,0.379,1.573,1.953
1000,1000,1000,32,0.387,1.536,1.924
1000,1000,1000,32,0.302,1.531,1.833
1000,1000,1000,32,0.393,1.703,2.096
1000,1000,1000,32,0.338,1.665,2.003
1000,1000,1000,32,0.431,1.548,1.979
1000,1000,1000,32,0.322,1.761,2.083
1000,1000,1000,32,0.428,1.764,2.193
1000,1000,1000,32,0.380,1.784,2.164
1000,1000,1000,32,0.390,1.636,2.026
1000,1000,1000,32,0.426,1.656,2.082
1000,1000,1000,32,0.394,1.688,2.082
1000,1000,1000,32,0.385,1.663,2.048
1000,1000,1000,32,0.413,1.803,2.217
1000,1000,1000,32,0.410,1.887,2.296
1000,1000,1000,32,0.375,1.487,1.862
1000,1000,1000,32,0.377,1.728,2.105
1000,1000,1000,32,0.378,1.730,2.107
1000,1000,1000,32,0.364,1.807,2.172
1000,1000,1000,32,0.328,1.728,2.057
1000,1000,1000,32,0.400,1.498,1.898
1000,1000,1000,32,0.392,1.767,2.160
1000,1000,1000,32,0.434,1.790,2.223
1000,1000,1000,32,0.411,1.797,2.208
1000,1000,1000,32,0.391,1.602,1.993
1000,1000,1000,32,0.372,1.766,2.138
1000,1000,1000,32,0.369,1.717,2.087
1000,1000,1000,32,0.406,1.751,2.157
1000,1000,1000,32,0.418,1.704,2.121
1000,1000,1000,32,0.402,1.752,2.154
1000,1000,1000,32,0.411,1.708,2.119
1000,1000,1000,32,0.383,1.812,2.195
1000,1000,1000,32,0.358,1.614,1.972
1000,1000,1000,32,0.382,1.736,2.117
1000,1000,1000,32,0.432,1.595,2.026
1000,1000,1000,32,0.340,1.581,1.920
1000,1000,1000,32,0.382,1.673,2.055
1000,1000,1000,32,0.340,1.793,2.133
1000,1000,1000,32,0.370,1.609,1.978
1000,1000,1000,32,0.407,1.765,2.173
1000,1000,1000,32,0.376,1.724,2.100
1000,1000,1000,32,0.347,1.558,1.905
1000,1000,1000,32,0.385,1.547,1.932
1000,1000,1000,32,0.415,1.679,2.095
1000,1000,1000,32,0.418,1.841,2.259
1000,1000,1000,32,0.357,1.710,2.067
1000,1000,1000,32,0.423,1.836,2.259
