A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,2,0.006,0.767,0.005,0.778
1000,1000,1000,2,0.006,0.842,0.008,0.856
1000,1000,1000,2,0.006,0.853,0.005,0.864
1000,1000,1000,2,0.006,0.850,0.006,0.862
1000,1000,1000,2,0.006,0.844,0.006,0.856
1000,1000,1000,2,0.006,0.856,0.009,0.871
1000,1000,1000,2,0.006,0.847,0.005,0.857
1000,1000,1000,2,0.006,0.845,0.005,0.856
1000,1000,1000,2,0.006,0.844,0.006,0.856
1000,1000,1000,2,0.006,0.850,0.006,0.862
1000,1000,1000,2,0.006,0.851,0.006,0.863
1000,1000,1000,2,0.006,0.846,0.009,0.861
1000,1000,1000,2,0.006,0.845,0.006,0.857
1000,1000,1000,2,0.006,0.844,0.006,0.856
1000,1000,1000,2,0.006,0.845,0.006,0.857
