NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
131072,512,16,0,0.004197,0.071290,0.071290,0.073,0.078,0.004,99.35
131072,512,16,0,0.004149,0.048341,0.048341,0.051,0.055,0.004,100.30
131072,512,16,0,0.001298,0.016265,0.016265,0.015,0.018,0.004,100.25
131072,512,16,0,0.000945,0.014254,0.014254,0.016,0.016,0.000,100.40
131072,512,16,0,0.001008,0.015122,0.015122,0.017,0.017,0.000,100.39
131072,512,16,0,0.000935,0.014483,0.014483,0.016,0.016,0.000,100.36
131072,512,16,0,0.001004,0.014944,0.014944,0.017,0.017,0.000,100.12
131072,512,16,0,0.000973,0.014362,0.014362,0.016,0.016,0.000,100.19
131072,512,16,0,0.000981,0.014985,0.014985,0.017,0.017,0.000,100.50
131072,512,16,0,0.000934,0.014397,0.014397,0.016,0.016,0.000,100.23
131072,512,16,0,0.000945,0.014936,0.014936,0.017,0.017,0.000,100.23
131072,512,16,0,0.000938,0.014363,0.014363,0.016,0.016,0.000,100.18
131072,512,16,0,0.000961,0.015201,0.015201,0.017,0.017,0.000,100.17
131072,512,16,0,0.001016,0.014642,0.014642,0.016,0.016,0.000,100.23
131072,512,16,0,0.001009,0.014950,0.014950,0.017,0.017,0.000,100.02
131072,512,16,0,0.000970,0.014390,0.014390,0.016,0.016,0.000,100.20
131072,512,16,0,0.001003,0.015076,0.015076,0.017,0.017,0.000,100.12
131072,512,16,0,0.000975,0.014330,0.014330,0.016,0.016,0.000,100.21
131072,512,16,0,0.001046,0.014982,0.014982,0.017,0.017,0.000,99.97
131072,512,16,0,0.000934,0.014369,0.014369,0.016,0.016,0.000,100.28
131072,512,16,0,0.001022,0.015159,0.015159,0.017,0.017,0.000,100.02
131072,512,16,0,0.000986,0.014295,0.014295,0.016,0.016,0.000,100.21
131072,512,16,0,0.000954,0.014793,0.014793,0.017,0.017,0.000,100.21
131072,512,16,0,0.000995,0.014223,0.014223,0.016,0.016,0.000,100.37
131072,512,16,0,0.001054,0.014883,0.014883,0.017,0.017,0.000,100.06
131072,512,16,0,0.000934,0.014267,0.014267,0.012,0.016,0.004,100.34
131072,512,16,0,0.001036,0.014936,0.014936,0.014,0.017,0.003,100.41
131072,512,16,0,0.000992,0.014259,0.014259,0.012,0.016,0.004,100.10
131072,512,16,0,0.001124,0.015354,0.015354,0.014,0.018,0.003,100.12
131072,512,16,0,0.000942,0.014339,0.014339,0.016,0.016,0.000,100.19
131072,512,16,0,0.000989,0.015389,0.015389,0.017,0.017,0.000,99.97
131072,512,16,0,0.000971,0.014425,0.014425,0.016,0.016,0.000,100.21
131072,512,16,0,0.001028,0.015012,0.015012,0.017,0.017,0.000,99.98
131072,512,16,0,0.000935,0.014307,0.014307,0.016,0.016,0.000,100.31
131072,512,16,0,0.000954,0.014814,0.014814,0.017,0.017,0.000,100.53
131072,512,16,0,0.000956,0.014351,0.014351,0.016,0.016,0.000,100.19
131072,512,16,0,0.001001,0.014721,0.014721,0.017,0.017,0.000,100.39
131072,512,16,0,0.000939,0.014436,0.014436,0.016,0.016,0.000,100.34
131072,512,16,0,0.001030,0.015231,0.015231,0.017,0.017,0.000,100.41
131072,512,16,0,0.001014,0.014529,0.014529,0.012,0.016,0.004,100.19
131072,512,16,0,0.001023,0.015087,0.015087,0.017,0.017,0.000,100.09
131072,512,16,0,0.000985,0.014370,0.014370,0.016,0.016,0.000,100.23
131072,512,16,0,0.001068,0.015434,0.015434,0.014,0.018,0.003,100.10
131072,512,16,0,0.000945,0.014293,0.014293,0.016,0.016,0.000,99.83
131072,512,16,0,0.000954,0.015127,0.015127,0.017,0.017,0.000,100.16
131072,512,16,0,0.000931,0.014334,0.014334,0.016,0.016,0.000,99.82
131072,512,16,0,0.001031,0.015060,0.015060,0.017,0.017,0.000,100.12
131072,512,16,0,0.000944,0.014420,0.014420,0.016,0.016,0.000,100.37
131072,512,16,0,0.000993,0.015029,0.015029,0.017,0.017,0.000,100.52
131072,512,16,0,0.000925,0.014376,0.014376,0.016,0.016,0.000,100.35
