rows,columns,threads,time
5000,5000,2,0.121912
5000,5000,2,0.125152
5000,5000,2,0.126227
5000,5000,2,0.130693
5000,5000,2,0.128668
5000,5000,2,0.136692
5000,5000,2,0.135079
5000,5000,2,0.134540
5000,5000,2,0.137485
5000,5000,2,0.141030
5000,5000,2,0.140989
5000,5000,2,0.140487
5000,5000,2,0.139604
5000,5000,2,0.139873
5000,5000,2,0.139749
5000,5000,2,0.138949
5000,5000,2,0.138356
5000,5000,2,0.139717
5000,5000,2,0.140272
5000,5000,2,0.144732
5000,5000,2,0.145614
5000,5000,2,0.146186
5000,5000,2,0.146925
5000,5000,2,0.140878
5000,5000,2,0.141634
5000,5000,2,0.141548
5000,5000,2,0.141590
5000,5000,2,0.146440
5000,5000,2,0.144102
5000,5000,2,0.144907
5000,5000,2,0.146087
5000,5000,2,0.139697
5000,5000,2,0.140431
5000,5000,2,0.140617
5000,5000,2,0.140184
5000,5000,2,0.144520
5000,5000,2,0.147807
5000,5000,2,0.144079
5000,5000,2,0.144592
5000,5000,2,0.145701
5000,5000,2,0.140237
5000,5000,2,0.139835
5000,5000,2,0.139808
5000,5000,2,0.139694
5000,5000,2,0.145401
5000,5000,2,0.143636
5000,5000,2,0.145318
5000,5000,2,0.145578
5000,5000,2,0.146892
5000,5000,2,0.140591
5000,5000,2,0.140251
5000,5000,2,0.140357
5000,5000,2,0.140139
5000,5000,2,0.140340
5000,5000,2,0.145166
5000,5000,2,0.146312
5000,5000,2,0.147273
5000,5000,2,0.147551
5000,5000,2,0.142029
5000,5000,2,0.141715
5000,5000,2,0.140297
5000,5000,2,0.141713
5000,5000,2,0.143497
5000,5000,2,0.146217
5000,5000,2,0.146929
5000,5000,2,0.147866
5000,5000,2,0.144959
5000,5000,2,0.138827
5000,5000,2,0.138623
5000,5000,2,0.139964
5000,5000,2,0.139619
5000,5000,2,0.139806
5000,5000,2,0.145462
5000,5000,2,0.146113
5000,5000,2,0.147222
5000,5000,2,0.147280
5000,5000,2,0.140563
5000,5000,2,0.141568
5000,5000,2,0.141662
5000,5000,2,0.141130
5000,5000,2,0.140800
5000,5000,2,0.147386
5000,5000,2,0.147533
5000,5000,2,0.144721
5000,5000,2,0.145170
5000,5000,2,0.139363
5000,5000,2,0.139132
5000,5000,2,0.139399
5000,5000,2,0.139494
5000,5000,2,0.143631
5000,5000,2,0.144500
5000,5000,2,0.145224
5000,5000,2,0.146187
5000,5000,2,0.147692
5000,5000,2,0.142118
5000,5000,2,0.141492
5000,5000,2,0.142028
5000,5000,2,0.137827
5000,5000,2,0.143413
5000,5000,2,0.144049
5000,5000,2,0.144931
5000,5000,2,0.145979
5000,5000,2,0.146965
