rows,columns,threads,time
5000,5000,8,0.263114
5000,5000,8,0.265332
5000,5000,8,0.266103
5000,5000,8,0.268944
5000,5000,8,0.272469
5000,5000,8,0.276062
5000,5000,8,0.277744
5000,5000,8,0.281108
5000,5000,8,0.281131
5000,5000,8,0.295787
5000,5000,8,0.282527
5000,5000,8,0.269217
5000,5000,8,0.264273
5000,5000,8,0.266220
5000,5000,8,0.269338
5000,5000,8,0.270108
5000,5000,8,0.273586
5000,5000,8,0.276617
5000,5000,8,0.279070
5000,5000,8,0.282441
5000,5000,8,0.256795
5000,5000,8,0.260356
5000,5000,8,0.261671
5000,5000,8,0.265728
5000,5000,8,0.269187
5000,5000,8,0.297071
5000,5000,8,0.284222
5000,5000,8,0.297756
5000,5000,8,0.283861
5000,5000,8,0.278947
5000,5000,8,0.280461
5000,5000,8,0.282967
5000,5000,8,0.257449
5000,5000,8,0.260745
5000,5000,8,0.264602
5000,5000,8,0.268650
5000,5000,8,0.271646
5000,5000,8,0.275802
5000,5000,8,0.279872
5000,5000,8,0.281524
5000,5000,8,0.256695
5000,5000,8,0.260639
5000,5000,8,0.288177
5000,5000,8,0.273583
5000,5000,8,0.287676
5000,5000,8,0.273158
5000,5000,8,0.267766
5000,5000,8,0.269805
5000,5000,8,0.273574
5000,5000,8,0.276992
5000,5000,8,0.280977
5000,5000,8,0.283232
5000,5000,8,0.257487
5000,5000,8,0.260833
5000,5000,8,0.263296
5000,5000,8,0.265774
5000,5000,8,0.269082
5000,5000,8,0.272294
5000,5000,8,0.274857
5000,5000,8,0.277762
5000,5000,8,0.280944
5000,5000,8,0.281599
5000,5000,8,0.295132
5000,5000,8,0.281203
5000,5000,8,0.266699
5000,5000,8,0.270455
5000,5000,8,0.274358
5000,5000,8,0.276696
5000,5000,8,0.278678
5000,5000,8,0.282415
5000,5000,8,0.285055
5000,5000,8,0.262179
5000,5000,8,0.262574
5000,5000,8,0.403786
5000,5000,8,0.262147
5000,5000,8,0.264474
5000,5000,8,0.265879
5000,5000,8,0.270905
5000,5000,8,0.271667
5000,5000,8,0.275002
5000,5000,8,0.275271
5000,5000,8,0.277883
5000,5000,8,0.281519
5000,5000,8,0.280717
5000,5000,8,0.293348
5000,5000,8,0.281418
5000,5000,8,0.265863
5000,5000,8,0.261607
5000,5000,8,0.263827
5000,5000,8,0.266836
5000,5000,8,0.270388
5000,5000,8,0.274780
5000,5000,8,0.277052
5000,5000,8,0.277427
5000,5000,8,0.280979
5000,5000,8,0.284356
5000,5000,8,0.284688
5000,5000,8,0.259750
5000,5000,8,0.262770
5000,5000,8,0.266810
5000,5000,8,0.270910
5000,5000,8,0.297901
5000,5000,8,0.284459
5000,5000,8,0.298844
5000,5000,8,0.284584
5000,5000,8,0.277102
5000,5000,8,0.280752
5000,5000,8,0.284185
5000,5000,8,0.258958
5000,5000,8,0.261863
5000,5000,8,0.265117
5000,5000,8,0.268542
5000,5000,8,0.272762
5000,5000,8,0.275036
5000,5000,8,0.279200
5000,5000,8,0.282113
5000,5000,8,0.284650
5000,5000,8,0.259366
5000,5000,8,0.263423
5000,5000,8,0.291792
5000,5000,8,0.277433
5000,5000,8,0.291357
5000,5000,8,0.276451
5000,5000,8,0.271938
5000,5000,8,0.276449
5000,5000,8,0.279450
5000,5000,8,0.281531
5000,5000,8,0.257216
5000,5000,8,0.260069
5000,5000,8,0.262900
5000,5000,8,0.265044
5000,5000,8,0.268903
5000,5000,8,0.271271
5000,5000,8,0.274689
5000,5000,8,0.277604
5000,5000,8,0.280127
5000,5000,8,0.283664
5000,5000,8,0.272558
5000,5000,8,0.288601
5000,5000,8,0.274834
5000,5000,8,0.260138
5000,5000,8,0.262724
5000,5000,8,0.264720
5000,5000,8,0.268480
5000,5000,8,0.272060
5000,5000,8,0.275294
5000,5000,8,0.277690
5000,5000,8,0.279771
5000,5000,8,0.283281
5000,5000,8,0.260979
5000,5000,8,0.265388
5000,5000,8,0.263866
5000,5000,8,0.268010
5000,5000,8,0.271263
5000,5000,8,0.299750
5000,5000,8,0.284153
5000,5000,8,0.270266
5000,5000,8,0.284716
5000,5000,8,0.279292
5000,5000,8,0.281405
5000,5000,8,0.284031
5000,5000,8,0.260470
5000,5000,8,0.261161
5000,5000,8,0.265299
5000,5000,8,0.268729
5000,5000,8,0.269403
5000,5000,8,0.272578
5000,5000,8,0.274221
5000,5000,8,0.277756
5000,5000,8,0.281327
5000,5000,8,0.255978
5000,5000,8,0.260153
5000,5000,8,0.263652
5000,5000,8,0.291752
5000,5000,8,0.278808
5000,5000,8,0.292821
5000,5000,8,0.276366
5000,5000,8,0.274379
5000,5000,8,0.276733
5000,5000,8,0.279614
5000,5000,8,0.281483
5000,5000,8,0.256398
5000,5000,8,0.260837
5000,5000,8,0.263868
5000,5000,8,0.267579
5000,5000,8,0.271882
5000,5000,8,0.275527
5000,5000,8,0.278254
5000,5000,8,0.281212
5000,5000,8,0.284258
5000,5000,8,0.283935
5000,5000,8,0.298359
5000,5000,8,0.283571
5000,5000,8,0.268742
5000,5000,8,0.262095
5000,5000,8,0.266424
5000,5000,8,0.269413
5000,5000,8,0.271807
5000,5000,8,0.273945
5000,5000,8,0.276098
5000,5000,8,0.279542
5000,5000,8,0.281622
5000,5000,8,0.256787
5000,5000,8,0.260761
5000,5000,8,0.264558
5000,5000,8,0.265187
5000,5000,8,0.269498
5000,5000,8,0.271340
5000,5000,8,0.274038
5000,5000,8,0.274177
5000,5000,8,0.287576
5000,5000,8,0.273622
5000,5000,8,0.287674
5000,5000,8,0.257522
5000,5000,8,0.259925
5000,5000,8,0.264119
5000,5000,8,0.267519
5000,5000,8,0.269342
5000,5000,8,0.272621
5000,5000,8,0.276057
5000,5000,8,0.278689
5000,5000,8,0.281070
5000,5000,8,0.283897
5000,5000,8,0.258979
5000,5000,8,0.262698
5000,5000,8,0.265732
5000,5000,8,0.266914
5000,5000,8,0.294812
5000,5000,8,0.282923
5000,5000,8,0.296429
5000,5000,8,0.282069
5000,5000,8,0.277389
5000,5000,8,0.280113
5000,5000,8,0.283057
5000,5000,8,0.258587
5000,5000,8,0.262306
5000,5000,8,0.265598
5000,5000,8,0.267926
5000,5000,8,0.272032
5000,5000,8,0.275407
5000,5000,8,0.278916
5000,5000,8,0.280683
5000,5000,8,0.283798
5000,5000,8,0.258439
5000,5000,8,0.262186
5000,5000,8,0.291102
5000,5000,8,0.276099
5000,5000,8,0.290842
5000,5000,8,0.275934
5000,5000,8,0.270211
5000,5000,8,0.272950
5000,5000,8,0.276625
5000,5000,8,0.279265
5000,5000,8,0.282982
5000,5000,8,0.258164
5000,5000,8,0.261207
5000,5000,8,0.263917
5000,5000,8,0.266969
5000,5000,8,0.271463
5000,5000,8,0.272245
5000,5000,8,0.276356
5000,5000,8,0.279374
5000,5000,8,0.281024
5000,5000,8,0.280547
5000,5000,8,0.294829
5000,5000,8,0.282688
5000,5000,8,0.268155
5000,5000,8,0.263150
5000,5000,8,0.266317
5000,5000,8,0.269533
5000,5000,8,0.272390
5000,5000,8,0.276008
5000,5000,8,0.278701
5000,5000,8,0.283655
5000,5000,8,0.258577
5000,5000,8,0.262206
5000,5000,8,0.265457
5000,5000,8,0.268771
5000,5000,8,0.271874
5000,5000,8,0.274260
5000,5000,8,0.286342
5000,5000,8,0.272393
5000,5000,8,0.287035
5000,5000,8,0.278207
5000,5000,8,0.280331
5000,5000,8,0.283174
5000,5000,8,0.257535
5000,5000,8,0.262647
5000,5000,8,0.264527
5000,5000,8,0.267947
5000,5000,8,0.271181
5000,5000,8,0.274538
5000,5000,8,0.276241
5000,5000,8,0.278204
5000,5000,8,0.281668
5000,5000,8,0.285286
5000,5000,8,0.259629
5000,5000,8,0.288618
5000,5000,8,0.276549
5000,5000,8,0.288408
5000,5000,8,0.274017
5000,5000,8,0.268202
5000,5000,8,0.270500
5000,5000,8,0.273694
5000,5000,8,0.277248
5000,5000,8,0.279329
5000,5000,8,0.283087
5000,5000,8,0.257732
5000,5000,8,0.260943
5000,5000,8,0.262712
5000,5000,8,0.265249
5000,5000,8,0.269440
5000,5000,8,0.272697
5000,5000,8,0.275965
5000,5000,8,0.276825
5000,5000,8,0.290644
5000,5000,8,0.276592
5000,5000,8,0.290051
5000,5000,8,0.283702
5000,5000,8,0.257718
5000,5000,8,0.261232
5000,5000,8,0.263549
5000,5000,8,0.266240
5000,5000,8,0.269964
5000,5000,8,0.273642
5000,5000,8,0.276192
5000,5000,8,0.279340
5000,5000,8,0.282536
5000,5000,8,0.258395
5000,5000,8,0.262443
5000,5000,8,0.266069
5000,5000,8,0.268644
5000,5000,8,0.273405
5000,5000,8,0.272511
5000,5000,8,0.285916
5000,5000,8,0.272745
5000,5000,8,0.286771
5000,5000,8,0.281680
5000,5000,8,0.284219
5000,5000,8,0.259923
5000,5000,8,0.263474
5000,5000,8,0.266817
5000,5000,8,0.269633
5000,5000,8,0.273573
5000,5000,8,0.276789
5000,5000,8,0.278835
5000,5000,8,0.281707
5000,5000,8,0.256603
5000,5000,8,0.260622
5000,5000,8,0.289041
5000,5000,8,0.275270
5000,5000,8,0.288748
5000,5000,8,0.275447
5000,5000,8,0.268745
5000,5000,8,0.271126
5000,5000,8,0.274784
5000,5000,8,0.279109
5000,5000,8,0.283942
5000,5000,8,0.286053
5000,5000,8,0.259275
5000,5000,8,0.262076
5000,5000,8,0.265707
5000,5000,8,0.269811
5000,5000,8,0.273319
5000,5000,8,0.277752
5000,5000,8,0.281522
5000,5000,8,0.283544
5000,5000,8,0.285772
5000,5000,8,0.272588
5000,5000,8,0.286441
5000,5000,8,0.271554
5000,5000,8,0.267547
5000,5000,8,0.271765
5000,5000,8,0.275070
5000,5000,8,0.277870
5000,5000,8,0.280597
5000,5000,8,0.283504
5000,5000,8,0.262672
5000,5000,8,0.261644
5000,5000,8,0.265167
5000,5000,8,0.267731
5000,5000,8,0.272061
5000,5000,8,0.276266
5000,5000,8,0.280420
5000,5000,8,0.278813
5000,5000,8,0.294261
5000,5000,8,0.282565
5000,5000,8,0.293490
5000,5000,8,0.279337
5000,5000,8,0.274736
5000,5000,8,0.278086
5000,5000,8,0.281071
5000,5000,8,0.283745
5000,5000,8,0.259857
5000,5000,8,0.263419
5000,5000,8,0.266875
5000,5000,8,0.269839
5000,5000,8,0.272285
5000,5000,8,0.276137
5000,5000,8,0.280999
5000,5000,8,0.283901
5000,5000,8,0.259765
5000,5000,8,0.264011
5000,5000,8,0.268006
5000,5000,8,0.271601
5000,5000,8,0.275406
5000,5000,8,0.275944
5000,5000,8,0.291211
5000,5000,8,0.276805
5000,5000,8,0.290599
5000,5000,8,0.284767
5000,5000,8,0.259673
5000,5000,8,0.263953
5000,5000,8,0.264985
5000,5000,8,0.268636
5000,5000,8,0.272463
5000,5000,8,0.274258
5000,5000,8,0.278038
5000,5000,8,0.280988
5000,5000,8,0.256706
5000,5000,8,0.260303
5000,5000,8,0.262501
5000,5000,8,0.264794
5000,5000,8,0.268524
5000,5000,8,0.272707
5000,5000,8,0.271530
5000,5000,8,0.286792
5000,5000,8,0.273312
5000,5000,8,0.285349
5000,5000,8,0.284162
5000,5000,8,0.258656
5000,5000,8,0.263605
5000,5000,8,0.265296
5000,5000,8,0.268901
5000,5000,8,0.272687
5000,5000,8,0.275914
5000,5000,8,0.278590
5000,5000,8,0.282747
5000,5000,8,0.260594
5000,5000,8,0.264291
5000,5000,8,0.265456
5000,5000,8,0.267875
5000,5000,8,0.296295
5000,5000,8,0.283083
5000,5000,8,0.297774
5000,5000,8,0.282622
5000,5000,8,0.276974
5000,5000,8,0.280261
5000,5000,8,0.262518
5000,5000,8,0.264827
5000,5000,8,0.267523
5000,5000,8,0.271943
5000,5000,8,0.275164
5000,5000,8,0.277947
5000,5000,8,0.280559
5000,5000,8,0.282245
5000,5000,8,0.261262
5000,5000,8,0.263840
5000,5000,8,0.262221
5000,5000,8,0.265826
5000,5000,8,0.268946
5000,5000,8,0.271438
5000,5000,8,0.275945
5000,5000,8,0.274795
5000,5000,8,0.290040
5000,5000,8,0.278952
5000,5000,8,0.290541
5000,5000,8,0.259636
5000,5000,8,0.262804
5000,5000,8,0.263897
5000,5000,8,0.267643
5000,5000,8,0.271505
5000,5000,8,0.275437
5000,5000,8,0.278938
5000,5000,8,0.281848
5000,5000,8,0.284752
5000,5000,8,0.259844
5000,5000,8,0.262749
5000,5000,8,0.267724
5000,5000,8,0.267911
5000,5000,8,0.270765
5000,5000,8,0.273554
5000,5000,8,0.273926
5000,5000,8,0.287993
5000,5000,8,0.273807
5000,5000,8,0.287484
5000,5000,8,0.284226
5000,5000,8,0.259684
5000,5000,8,0.261983
5000,5000,8,0.265973
5000,5000,8,0.269410
5000,5000,8,0.271505
5000,5000,8,0.274967
5000,5000,8,0.278689
5000,5000,8,0.282175
5000,5000,8,0.258173
5000,5000,8,0.261208
5000,5000,8,0.264338
5000,5000,8,0.267221
5000,5000,8,0.270309
5000,5000,8,0.298376
5000,5000,8,0.284314
5000,5000,8,0.270251
5000,5000,8,0.284256
5000,5000,8,0.281720
5000,5000,8,0.256804
5000,5000,8,0.260698
5000,5000,8,0.263825
5000,5000,8,0.266465
5000,5000,8,0.270215
5000,5000,8,0.273499
5000,5000,8,0.275878
5000,5000,8,0.277341
5000,5000,8,0.280039
5000,5000,8,0.283216
5000,5000,8,0.257810
5000,5000,8,0.261513
5000,5000,8,0.263193
5000,5000,8,0.291363
5000,5000,8,0.278525
5000,5000,8,0.293869
5000,5000,8,0.280160
5000,5000,8,0.277154
5000,5000,8,0.280431
5000,5000,8,0.283328
5000,5000,8,0.260977
5000,5000,8,0.263966
5000,5000,8,0.265134
5000,5000,8,0.269373
5000,5000,8,0.272563
5000,5000,8,0.275060
5000,5000,8,0.275795
5000,5000,8,0.279700
5000,5000,8,0.281208
5000,5000,8,0.283619
5000,5000,8,0.259566
5000,5000,8,0.262765
5000,5000,8,0.266136
5000,5000,8,0.293873
5000,5000,8,0.280789
5000,5000,8,0.296614
5000,5000,8,0.282471
5000,5000,8,0.277937
5000,5000,8,0.281395
5000,5000,8,0.284153
5000,5000,8,0.260183
5000,5000,8,0.263378
5000,5000,8,0.266463
5000,5000,8,0.269677
5000,5000,8,0.274046
5000,5000,8,0.276196
5000,5000,8,0.279834
5000,5000,8,0.282987
5000,5000,8,0.260428
5000,5000,8,0.260677
5000,5000,8,0.264531
5000,5000,8,0.292544
5000,5000,8,0.280268
5000,5000,8,0.293535
5000,5000,8,0.278337
5000,5000,8,0.282027
5000,5000,8,0.258724
5000,5000,8,0.262243
5000,5000,8,0.265691
5000,5000,8,0.269957
5000,5000,8,0.272593
5000,5000,8,0.276264
5000,5000,8,0.277936
5000,5000,8,0.281477
5000,5000,8,0.260903
5000,5000,8,0.261378
5000,5000,8,0.263764
5000,5000,8,0.267265
5000,5000,8,0.270993
5000,5000,8,0.271749
5000,5000,8,0.288327
5000,5000,8,0.274911
5000,5000,8,0.287664
5000,5000,8,0.282693
5000,5000,8,0.260481
5000,5000,8,0.264780
5000,5000,8,0.264826
5000,5000,8,0.268905
5000,5000,8,0.272527
5000,5000,8,0.276295
5000,5000,8,0.279412
5000,5000,8,0.282969
5000,5000,8,0.258135
5000,5000,8,0.261315
5000,5000,8,0.265349
5000,5000,8,0.269416
5000,5000,8,0.272596
5000,5000,8,0.272627
5000,5000,8,0.287025
5000,5000,8,0.272941
5000,5000,8,0.286127
5000,5000,8,0.281230
5000,5000,8,0.283450
5000,5000,8,0.258705
5000,5000,8,0.261383
5000,5000,8,0.264286
5000,5000,8,0.268225
5000,5000,8,0.271957
5000,5000,8,0.275896
5000,5000,8,0.277710
5000,5000,8,0.280629
5000,5000,8,0.283749
5000,5000,8,0.259705
5000,5000,8,0.261871
5000,5000,8,0.263934
5000,5000,8,0.267972
5000,5000,8,0.295269
5000,5000,8,0.283709
5000,5000,8,0.295476
5000,5000,8,0.281259
5000,5000,8,0.275304
5000,5000,8,0.277079
5000,5000,8,0.281122
5000,5000,8,0.284151
5000,5000,8,0.260157
5000,5000,8,0.263630
5000,5000,8,0.266616
5000,5000,8,0.270148
5000,5000,8,0.274329
5000,5000,8,0.277484
5000,5000,8,0.280306
5000,5000,8,0.283102
5000,5000,8,0.257611
5000,5000,8,0.264226
5000,5000,8,0.288899
5000,5000,8,0.277280
5000,5000,8,0.290899
5000,5000,8,0.277480
5000,5000,8,0.270576
5000,5000,8,0.274306
5000,5000,8,0.277657
5000,5000,8,0.279268
5000,5000,8,0.281978
5000,5000,8,0.284636
5000,5000,8,0.259552
5000,5000,8,0.262925
5000,5000,8,0.267137
5000,5000,8,0.271233
5000,5000,8,0.273360
5000,5000,8,0.277106
5000,5000,8,0.280583
5000,5000,8,0.283535
5000,5000,8,0.282318
5000,5000,8,0.297792
5000,5000,8,0.284506
5000,5000,8,0.269751
5000,5000,8,0.264044
5000,5000,8,0.268851
5000,5000,8,0.272977
5000,5000,8,0.274222
5000,5000,8,0.277735
5000,5000,8,0.281507
5000,5000,8,0.284906
5000,5000,8,0.259927
5000,5000,8,0.263789
5000,5000,8,0.267077
5000,5000,8,0.270686
5000,5000,8,0.274047
5000,5000,8,0.277291
5000,5000,8,0.277529
5000,5000,8,0.290127
5000,5000,8,0.275621
5000,5000,8,0.288304
5000,5000,8,0.258006
5000,5000,8,0.260700
5000,5000,8,0.264684
5000,5000,8,0.267344
5000,5000,8,0.270274
5000,5000,8,0.273524
5000,5000,8,0.275708
5000,5000,8,0.277640
5000,5000,8,0.280241
5000,5000,8,0.283059
5000,5000,8,0.258099
5000,5000,8,0.261199
5000,5000,8,0.263503
5000,5000,8,0.267284
5000,5000,8,0.294114
5000,5000,8,0.280862
5000,5000,8,0.294283
5000,5000,8,0.278858
5000,5000,8,0.277556
5000,5000,8,0.280085
5000,5000,8,0.281913
5000,5000,8,0.283895
5000,5000,8,0.258298
5000,5000,8,0.260949
5000,5000,8,0.263972
5000,5000,8,0.268129
5000,5000,8,0.272472
5000,5000,8,0.276447
5000,5000,8,0.278165
5000,5000,8,0.281187
5000,5000,8,0.282932
5000,5000,8,0.294611
5000,5000,8,0.281430
5000,5000,8,0.265905
5000,5000,8,0.261912
5000,5000,8,0.264693
5000,5000,8,0.267032
5000,5000,8,0.270066
5000,5000,8,0.273082
5000,5000,8,0.276198
5000,5000,8,0.278206
5000,5000,8,0.280915
