A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,8,0.003,0.036,0.003,0.043
500,500,500,8,0.002,0.026,0.003,0.030
500,500,500,8,0.002,0.026,0.003,0.031
500,500,500,8,0.002,0.026,0.003,0.030
500,500,500,8,0.002,0.026,0.003,0.030
500,500,500,8,0.003,0.026,0.003,0.032
500,500,500,8,0.003,0.027,0.005,0.035
500,500,500,8,0.002,0.026,0.003,0.030
500,500,500,8,0.002,0.026,0.003,0.030
500,500,500,8,0.002,0.026,0.003,0.031
500,500,500,8,0.002,0.026,0.003,0.031
500,500,500,8,0.001,0.026,0.003,0.031
500,500,500,8,0.002,0.026,0.003,0.030
500,500,500,8,0.002,0.026,0.003,0.031
500,500,500,8,0.002,0.026,0.005,0.033
