A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,4,0.001,0.036,0.002,0.039
500,500,500,4,0.001,0.038,0.004,0.044
500,500,500,4,0.001,0.036,0.002,0.039
500,500,500,4,0.001,0.037,0.003,0.041
500,500,500,4,0.001,0.039,0.005,0.044
500,500,500,4,0.001,0.036,0.002,0.039
500,500,500,4,0.001,0.039,0.005,0.044
500,500,500,4,0.001,0.036,0.002,0.039
500,500,500,4,0.001,0.038,0.004,0.044
500,500,500,4,0.001,0.036,0.002,0.039
500,500,500,4,0.001,0.036,0.002,0.040
500,500,500,4,0.001,0.035,0.002,0.038
500,500,500,4,0.001,0.038,0.003,0.042
500,500,500,4,0.001,0.036,0.002,0.039
500,500,500,4,0.001,0.038,0.005,0.044
