row,columns,threads,init,dotprod,user,elapsed,sys,pCPU
5000,5000,1,0.079086,0.036775,0.060,0.123,0.063,100.04
5000,5000,1,0.079261,0.035777,0.049,0.122,0.073,100.04
5000,5000,1,0.076826,0.035843,0.052,0.120,0.068,100.02
5000,5000,1,0.076892,0.035859,0.056,0.120,0.064,100.04
5000,5000,1,0.076481,0.035779,0.060,0.119,0.059,100.03
5000,5000,1,0.076908,0.035833,0.058,0.120,0.062,100.03
5000,5000,1,0.076593,0.035900,0.076,0.120,0.044,100.02
5000,5000,1,0.076705,0.035744,0.060,0.119,0.060,100.04
5000,5000,1,0.076481,0.035498,0.063,0.119,0.055,100.03
5000,5000,1,0.074241,0.034988,0.074,0.116,0.042,100.03
5000,5000,1,0.074153,0.034926,0.048,0.116,0.068,100.03
5000,5000,1,0.074352,0.034894,0.068,0.116,0.048,100.04
5000,5000,1,0.076140,0.035872,0.048,0.119,0.071,100.03
5000,5000,1,0.077112,0.035861,0.068,0.120,0.052,100.03
5000,5000,1,0.076891,0.035766,0.060,0.119,0.060,100.04
5000,5000,1,0.074725,0.034922,0.051,0.116,0.066,100.04
5000,5000,1,0.074589,0.034931,0.062,0.116,0.054,100.03
5000,5000,1,0.075159,0.034912,0.062,0.117,0.054,100.03
5000,5000,1,0.074993,0.035842,0.065,0.118,0.053,100.03
5000,5000,1,0.077002,0.035881,0.052,0.120,0.068,100.04
5000,5000,1,0.076938,0.035622,0.068,0.119,0.052,100.04
5000,5000,1,0.074593,0.034922,0.072,0.116,0.044,100.03
5000,5000,1,0.074526,0.034926,0.044,0.116,0.072,100.01
5000,5000,1,0.074626,0.034935,0.056,0.116,0.060,100.03
5000,5000,1,0.075575,0.035834,0.063,0.118,0.055,100.04
5000,5000,1,0.076827,0.035738,0.080,0.119,0.040,100.04
5000,5000,1,0.076911,0.035628,0.078,0.119,0.041,100.04
5000,5000,1,0.074687,0.034949,0.080,0.116,0.036,100.02
5000,5000,1,0.074570,0.034905,0.064,0.116,0.052,100.03
5000,5000,1,0.074647,0.034896,0.064,0.116,0.052,100.02
5000,5000,1,0.076080,0.035845,0.052,0.119,0.067,100.04
5000,5000,1,0.077191,0.035845,0.056,0.120,0.064,100.03
5000,5000,1,0.077155,0.035171,0.052,0.119,0.067,100.04
5000,5000,1,0.074631,0.034906,0.056,0.116,0.060,100.03
5000,5000,1,0.074479,0.034831,0.072,0.116,0.044,100.03
5000,5000,1,0.074753,0.034916,0.056,0.116,0.060,100.02
5000,5000,1,0.075656,0.035840,0.045,0.118,0.073,100.04
5000,5000,1,0.076908,0.035773,0.064,0.120,0.056,100.02
5000,5000,1,0.077362,0.035213,0.068,0.119,0.052,100.04
5000,5000,1,0.074523,0.034904,0.060,0.116,0.056,100.04
5000,5000,1,0.074695,0.034918,0.064,0.116,0.052,100.04
5000,5000,1,0.074665,0.034916,0.048,0.116,0.068,100.03
5000,5000,1,0.075729,0.035827,0.065,0.119,0.053,100.03
5000,5000,1,0.077099,0.035844,0.068,0.120,0.052,100.03
5000,5000,1,0.076841,0.035425,0.064,0.119,0.055,100.04
5000,5000,1,0.074132,0.034897,0.068,0.116,0.048,100.04
5000,5000,1,0.074200,0.034920,0.066,0.116,0.050,100.04
5000,5000,1,0.074367,0.034910,0.080,0.116,0.036,100.04
5000,5000,1,0.074943,0.035811,0.055,0.118,0.063,100.03
5000,5000,1,0.076724,0.035841,0.056,0.120,0.064,100.03
5000,5000,1,0.076925,0.035423,0.078,0.119,0.041,100.04
5000,5000,1,0.074404,0.034921,0.072,0.116,0.044,100.03
5000,5000,1,0.074544,0.034921,0.064,0.116,0.052,100.04
5000,5000,1,0.074369,0.034901,0.060,0.116,0.056,100.04
5000,5000,1,0.076576,0.035839,0.048,0.119,0.072,100.04
5000,5000,1,0.076688,0.035839,0.052,0.120,0.068,100.03
5000,5000,1,0.076731,0.035616,0.066,0.119,0.053,100.02
5000,5000,1,0.074428,0.034909,0.048,0.116,0.068,100.04
5000,5000,1,0.074409,0.034921,0.072,0.116,0.044,100.04
5000,5000,1,0.074383,0.034921,0.052,0.116,0.064,100.04
5000,5000,1,0.075698,0.035852,0.063,0.119,0.055,100.03
5000,5000,1,0.076808,0.035825,0.052,0.120,0.068,100.04
5000,5000,1,0.076554,0.035525,0.061,0.119,0.057,100.04
5000,5000,1,0.074306,0.034915,0.056,0.116,0.060,100.03
5000,5000,1,0.074325,0.034894,0.052,0.116,0.064,100.04
5000,5000,1,0.074318,0.034905,0.060,0.116,0.056,100.03
5000,5000,1,0.075916,0.035836,0.066,0.119,0.053,100.03
5000,5000,1,0.076713,0.035860,0.068,0.120,0.052,100.03
5000,5000,1,0.076512,0.035156,0.063,0.118,0.055,100.02
5000,5000,1,0.074115,0.034903,0.060,0.116,0.056,100.04
5000,5000,1,0.074182,0.034920,0.058,0.116,0.058,100.03
5000,5000,1,0.074245,0.034945,0.056,0.116,0.060,100.04
5000,5000,1,0.074195,0.034920,0.064,0.116,0.052,100.02
5000,5000,1,0.075665,0.035763,0.051,0.118,0.067,100.03
5000,5000,1,0.076727,0.035836,0.070,0.120,0.049,100.03
5000,5000,1,0.076429,0.034921,0.043,0.118,0.075,100.03
5000,5000,1,0.074352,0.034922,0.052,0.116,0.064,100.02
5000,5000,1,0.074426,0.034928,0.056,0.116,0.060,100.04
5000,5000,1,0.074338,0.034913,0.056,0.116,0.060,100.04
5000,5000,1,0.075567,0.035798,0.057,0.118,0.061,100.03
5000,5000,1,0.076671,0.035875,0.068,0.120,0.052,100.03
5000,5000,1,0.076677,0.035564,0.064,0.119,0.055,100.04
5000,5000,1,0.074370,0.034911,0.052,0.116,0.064,99.70
5000,5000,1,0.074264,0.034912,0.080,0.116,0.036,100.04
5000,5000,1,0.074007,0.034920,0.072,0.116,0.044,100.04
5000,5000,1,0.074335,0.034919,0.064,0.116,0.052,100.03
5000,5000,1,0.076502,0.035840,0.080,0.119,0.040,100.07
5000,5000,1,0.076697,0.035850,0.068,0.120,0.052,100.04
5000,5000,1,0.076995,0.035081,0.082,0.119,0.037,100.04
5000,5000,1,0.074215,0.034900,0.072,0.116,0.044,100.04
5000,5000,1,0.074419,0.034926,0.052,0.116,0.064,100.04
5000,5000,1,0.074381,0.034918,0.076,0.116,0.040,100.04
5000,5000,1,0.074422,0.035760,0.053,0.117,0.064,100.03
5000,5000,1,0.076598,0.035744,0.060,0.119,0.060,100.04
5000,5000,1,0.076684,0.035778,0.064,0.119,0.056,100.04
5000,5000,1,0.076290,0.034945,0.057,0.118,0.061,100.03
5000,5000,1,0.074290,0.034899,0.056,0.116,0.060,100.04
5000,5000,1,0.074018,0.034904,0.052,0.116,0.064,100.02
5000,5000,1,0.074281,0.034951,0.068,0.116,0.048,100.04
5000,5000,1,0.075252,0.035857,0.061,0.118,0.057,100.02
5000,5000,1,0.076750,0.035882,0.048,0.120,0.072,100.03
5000,5000,1,0.076692,0.035725,0.072,0.119,0.048,100.03
5000,5000,1,0.074367,0.034921,0.068,0.116,0.048,100.04
5000,5000,1,0.074198,0.034915,0.048,0.116,0.068,100.03
5000,5000,1,0.074395,0.034916,0.072,0.116,0.044,100.04
5000,5000,1,0.074843,0.035829,0.051,0.118,0.067,100.01
5000,5000,1,0.076725,0.035836,0.058,0.120,0.062,100.04
5000,5000,1,0.076408,0.035768,0.067,0.119,0.051,100.03
5000,5000,1,0.074081,0.034897,0.060,0.116,0.056,100.04
5000,5000,1,0.074343,0.034912,0.060,0.116,0.056,100.02
5000,5000,1,0.074418,0.034890,0.064,0.116,0.052,100.04
5000,5000,1,0.076696,0.035815,0.072,0.119,0.048,100.04
5000,5000,1,0.076483,0.035804,0.074,0.119,0.045,100.04
5000,5000,1,0.076734,0.034894,0.059,0.118,0.059,100.04
5000,5000,1,0.074331,0.034916,0.064,0.116,0.052,100.04
5000,5000,1,0.074414,0.034828,0.048,0.116,0.068,100.02
5000,5000,1,0.074003,0.034916,0.072,0.116,0.044,100.03
5000,5000,1,0.075477,0.035850,0.067,0.118,0.051,99.44
5000,5000,1,0.076689,0.035868,0.060,0.120,0.060,100.04
5000,5000,1,0.076672,0.035372,0.074,0.119,0.045,100.04
5000,5000,1,0.074386,0.034933,0.068,0.116,0.048,100.04
5000,5000,1,0.074452,0.034901,0.068,0.116,0.048,99.79
5000,5000,1,0.074547,0.035776,0.067,0.117,0.051,100.03
5000,5000,1,0.076706,0.035795,0.074,0.119,0.045,100.04
5000,5000,1,0.076736,0.035353,0.063,0.119,0.055,100.03
5000,5000,1,0.074564,0.034902,0.052,0.116,0.064,100.03
5000,5000,1,0.074238,0.034911,0.060,0.116,0.056,100.01
5000,5000,1,0.074381,0.034926,0.056,0.116,0.060,100.03
5000,5000,1,0.074340,0.034912,0.060,0.116,0.056,100.04
5000,5000,1,0.076239,0.035758,0.078,0.119,0.041,100.03
5000,5000,1,0.076950,0.035783,0.068,0.120,0.052,100.04
5000,5000,1,0.076756,0.035058,0.055,0.118,0.063,100.03
5000,5000,1,0.074396,0.034903,0.075,0.116,0.041,100.03
5000,5000,1,0.074424,0.034908,0.064,0.116,0.052,100.02
5000,5000,1,0.074399,0.034922,0.056,0.116,0.060,100.02
5000,5000,1,0.074705,0.034931,0.068,0.116,0.048,100.04
5000,5000,1,0.074348,0.034908,0.068,0.116,0.048,100.03
5000,5000,1,0.076743,0.035775,0.056,0.119,0.064,100.04
5000,5000,1,0.076758,0.035737,0.076,0.119,0.044,100.02
5000,5000,1,0.075909,0.034883,0.073,0.117,0.044,100.04
5000,5000,1,0.074403,0.034908,0.052,0.116,0.064,99.91
5000,5000,1,0.074280,0.034893,0.056,0.116,0.060,100.02
5000,5000,1,0.074423,0.034908,0.068,0.116,0.048,100.03
5000,5000,1,0.074358,0.034917,0.064,0.116,0.052,100.03
5000,5000,1,0.075002,0.035819,0.063,0.118,0.055,100.04
5000,5000,1,0.076794,0.035745,0.068,0.119,0.052,100.03
5000,5000,1,0.076672,0.035224,0.061,0.119,0.057,100.04
5000,5000,1,0.074274,0.034940,0.064,0.116,0.052,100.04
5000,5000,1,0.074569,0.034927,0.068,0.116,0.048,100.03
5000,5000,1,0.074389,0.034901,0.060,0.116,0.056,100.03
5000,5000,1,0.074466,0.034905,0.068,0.116,0.048,100.04
5000,5000,1,0.074393,0.034912,0.064,0.116,0.052,100.02
5000,5000,1,0.075648,0.035789,0.065,0.118,0.053,100.04
5000,5000,1,0.076797,0.035787,0.048,0.119,0.072,100.03
5000,5000,1,0.076674,0.035059,0.059,0.118,0.059,100.04
5000,5000,1,0.074466,0.034958,0.054,0.116,0.062,100.00
5000,5000,1,0.074445,0.034913,0.048,0.116,0.068,100.04
5000,5000,1,0.074362,0.034920,0.056,0.116,0.060,100.03
5000,5000,1,0.074324,0.034899,0.056,0.116,0.060,100.03
5000,5000,1,0.074993,0.035750,0.067,0.118,0.051,100.02
5000,5000,1,0.076773,0.035783,0.064,0.120,0.056,100.04
5000,5000,1,0.076776,0.035594,0.068,0.119,0.052,100.04
5000,5000,1,0.074297,0.034898,0.048,0.116,0.068,100.03
5000,5000,1,0.074424,0.034935,0.056,0.116,0.060,100.04
5000,5000,1,0.074326,0.034914,0.064,0.116,0.052,99.79
5000,5000,1,0.074377,0.034912,0.072,0.116,0.044,100.03
5000,5000,1,0.076541,0.035782,0.066,0.119,0.053,99.94
5000,5000,1,0.076775,0.035801,0.072,0.119,0.048,100.03
5000,5000,1,0.076053,0.034915,0.055,0.118,0.063,100.04
5000,5000,1,0.074328,0.034922,0.072,0.116,0.044,100.03
5000,5000,1,0.074431,0.034972,0.076,0.116,0.040,100.02
5000,5000,1,0.074400,0.034920,0.072,0.116,0.044,100.03
5000,5000,1,0.074271,0.034898,0.076,0.116,0.040,100.04
5000,5000,1,0.075603,0.035781,0.051,0.118,0.067,100.03
5000,5000,1,0.076762,0.035777,0.070,0.119,0.049,100.02
5000,5000,1,0.077092,0.035189,0.064,0.119,0.055,100.02
5000,5000,1,0.074585,0.034906,0.056,0.116,0.060,100.07
5000,5000,1,0.074402,0.034917,0.072,0.116,0.044,100.04
5000,5000,1,0.074368,0.034900,0.072,0.116,0.044,100.03
5000,5000,1,0.074423,0.034914,0.068,0.116,0.048,99.50
5000,5000,1,0.075428,0.035867,0.061,0.118,0.057,100.04
5000,5000,1,0.076864,0.035780,0.064,0.120,0.056,100.04
5000,5000,1,0.076728,0.034934,0.067,0.118,0.051,100.04
5000,5000,1,0.074378,0.034896,0.068,0.116,0.048,100.02
5000,5000,1,0.074543,0.034914,0.076,0.116,0.040,100.03
5000,5000,1,0.074558,0.034930,0.052,0.116,0.064,100.04
5000,5000,1,0.074694,0.034909,0.072,0.116,0.044,100.06
5000,5000,1,0.074649,0.035781,0.074,0.117,0.043,100.04
5000,5000,1,0.076857,0.035769,0.082,0.119,0.037,100.04
5000,5000,1,0.076915,0.035092,0.063,0.119,0.055,100.04
5000,5000,1,0.074430,0.034922,0.052,0.116,0.064,100.04
5000,5000,1,0.074425,0.034902,0.076,0.116,0.040,100.04
5000,5000,1,0.074416,0.034897,0.084,0.116,0.032,100.03
5000,5000,1,0.074506,0.034909,0.068,0.116,0.048,100.04
5000,5000,1,0.075447,0.035788,0.065,0.118,0.053,100.04
5000,5000,1,0.076844,0.035847,0.080,0.120,0.040,100.03
5000,5000,1,0.076947,0.035494,0.068,0.119,0.052,100.04
5000,5000,1,0.074501,0.034923,0.064,0.116,0.052,100.04
5000,5000,1,0.074357,0.034911,0.054,0.116,0.062,100.03
