A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1250,1250,1250,8,0.013,0.713,0.025,0.750
1250,1250,1250,8,0.013,0.758,0.027,0.798
1250,1250,1250,8,0.013,0.760,0.024,0.797
1250,1250,1250,8,0.013,0.758,0.026,0.798
1250,1250,1250,8,0.013,0.759,0.028,0.800
1250,1250,1250,8,0.014,0.758,0.027,0.799
1250,1250,1250,8,0.014,0.757,0.027,0.798
1250,1250,1250,8,0.013,0.758,0.028,0.799
1250,1250,1250,8,0.013,0.756,0.026,0.795
1250,1250,1250,8,0.014,0.759,0.029,0.801
1250,1250,1250,8,0.014,0.762,0.027,0.802
1250,1250,1250,8,0.013,0.756,0.025,0.795
1250,1250,1250,8,0.015,0.753,0.024,0.793
1250,1250,1250,8,0.013,0.756,0.024,0.794
1250,1250,1250,8,0.013,0.755,0.028,0.797
