A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1250,1250,1250,8,0.002,2.431,0.000,2.434
1250,1250,1250,8,0.002,2.482,0.000,2.484
1250,1250,1250,8,0.002,2.478,0.000,2.481
1250,1250,1250,8,0.002,2.445,0.000,2.448
1250,1250,1250,8,0.002,2.465,0.000,2.468
1250,1250,1250,8,0.003,2.457,0.000,2.460
1250,1250,1250,8,0.003,2.427,0.000,2.430
1250,1250,1250,8,0.002,2.469,0.000,2.471
1250,1250,1250,8,0.002,2.457,0.000,2.459
1250,1250,1250,8,0.003,2.479,0.000,2.482
1250,1250,1250,8,0.003,2.422,0.000,2.425
1250,1250,1250,8,0.002,2.440,0.000,2.442
1250,1250,1250,8,0.002,2.455,0.000,2.457
1250,1250,1250,8,0.002,2.496,0.000,2.498
1250,1250,1250,8,0.002,2.483,0.000,2.485
