A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1250,1250,1250,16,0.165,2.766,0.000,2.931
1250,1250,1250,16,0.197,2.726,0.000,2.922
1250,1250,1250,16,0.149,2.693,0.000,2.842
1250,1250,1250,16,0.149,2.775,0.000,2.923
1250,1250,1250,16,0.102,2.634,0.000,2.737
1250,1250,1250,16,0.165,2.817,0.000,2.982
1250,1250,1250,16,0.165,2.767,0.000,2.932
1250,1250,1250,16,0.173,2.750,0.000,2.922
1250,1250,1250,16,0.161,2.702,0.000,2.863
1250,1250,1250,16,0.169,2.784,0.000,2.953
1250,1250,1250,16,0.141,2.722,0.000,2.862
1250,1250,1250,16,0.097,2.715,0.000,2.811
1250,1250,1250,16,0.105,2.698,0.000,2.803
1250,1250,1250,16,0.129,2.710,0.000,2.839
1250,1250,1250,16,0.121,2.787,0.000,2.907
