A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1250,1250,1250,2,0.003,2.824,0.000,2.827
1250,1250,1250,2,0.003,2.835,0.000,2.838
1250,1250,1250,2,0.003,2.804,0.000,2.807
1250,1250,1250,2,0.003,2.800,0.000,2.803
1250,1250,1250,2,0.003,2.878,0.000,2.882
1250,1250,1250,2,0.003,2.814,0.000,2.817
1250,1250,1250,2,0.003,2.811,0.000,2.814
1250,1250,1250,2,0.003,2.818,0.000,2.821
1250,1250,1250,2,0.003,2.827,0.000,2.830
1250,1250,1250,2,0.003,2.790,0.000,2.793
1250,1250,1250,2,0.003,2.810,0.000,2.813
1250,1250,1250,2,0.003,2.823,0.000,2.827
1250,1250,1250,2,0.003,2.812,0.000,2.815
1250,1250,1250,2,0.003,2.817,0.000,2.820
1250,1250,1250,2,0.003,2.772,0.000,2.775
