A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1250,1250,1250,2,0.007,1.586,0.010,1.604
1250,1250,1250,2,0.009,1.661,0.009,1.679
1250,1250,1250,2,0.009,1.666,0.009,1.685
1250,1250,1250,2,0.009,1.662,0.008,1.680
1250,1250,1250,2,0.009,1.656,0.011,1.675
1250,1250,1250,2,0.009,1.661,0.010,1.679
1250,1250,1250,2,0.009,1.659,0.007,1.675
1250,1250,1250,2,0.009,1.652,0.009,1.669
1250,1250,1250,2,0.009,1.654,0.009,1.672
1250,1250,1250,2,0.009,1.653,0.008,1.670
1250,1250,1250,2,0.009,1.658,0.011,1.678
1250,1250,1250,2,0.009,1.649,0.008,1.666
1250,1250,1250,2,0.009,1.654,0.007,1.670
1250,1250,1250,2,0.009,1.653,0.009,1.671
1250,1250,1250,2,0.009,1.651,0.009,1.669
