A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1250,1250,1250,8,0.012,0.739,0.053,0.805
1250,1250,1250,8,0.015,0.793,0.066,0.875
1250,1250,1250,8,0.017,0.796,0.059,0.873
1250,1250,1250,8,0.014,0.791,0.055,0.860
1250,1250,1250,8,0.014,0.784,0.054,0.852
1250,1250,1250,8,0.014,0.794,0.068,0.876
1250,1250,1250,8,0.014,0.792,0.065,0.872
1250,1250,1250,8,0.015,0.779,0.051,0.845
1250,1250,1250,8,0.015,0.795,0.065,0.874
1250,1250,1250,8,0.014,0.783,0.046,0.843
1250,1250,1250,8,0.016,0.786,0.059,0.860
1250,1250,1250,8,0.014,0.802,0.074,0.891
1250,1250,1250,8,0.014,0.777,0.052,0.842
1250,1250,1250,8,0.014,0.792,0.065,0.872
1250,1250,1250,8,0.014,0.784,0.053,0.851
