A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1250,1250,1250,1,0.029,2.914,0.008,2.951
1250,1250,1250,1,0.011,2.702,0.011,2.723
1250,1250,1250,1,0.010,2.709,0.008,2.727
1250,1250,1250,1,0.010,2.717,0.011,2.737
1250,1250,1250,1,0.010,2.715,0.008,2.733
1250,1250,1250,1,0.010,2.716,0.008,2.734
1250,1250,1250,1,0.010,2.720,0.008,2.738
1250,1250,1250,1,0.010,2.718,0.010,2.738
1250,1250,1250,1,0.010,2.724,0.008,2.742
1250,1250,1250,1,0.010,2.720,0.010,2.740
1250,1250,1250,1,0.010,2.718,0.008,2.736
1250,1250,1250,1,0.010,2.725,0.008,2.743
1250,1250,1250,1,0.010,2.721,0.008,2.739
1250,1250,1250,1,0.010,2.720,0.010,2.740
1250,1250,1250,1,0.010,2.719,0.008,2.737
