A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1250,1250,1250,16,0.129,0.814,0.516,1.459
1250,1250,1250,16,0.113,0.794,0.531,1.438
1250,1250,1250,16,0.106,0.795,0.407,1.308
1250,1250,1250,16,0.105,0.813,0.514,1.432
1250,1250,1250,16,0.097,0.809,0.522,1.428
1250,1250,1250,16,0.105,0.786,0.364,1.254
1250,1250,1250,16,0.078,0.794,0.585,1.457
1250,1250,1250,16,0.090,0.821,0.512,1.423
1250,1250,1250,16,0.125,0.807,0.430,1.361
1250,1250,1250,16,0.105,0.788,0.560,1.453
1250,1250,1250,16,0.105,0.799,0.594,1.498
1250,1250,1250,16,0.101,0.818,0.438,1.357
1250,1250,1250,16,0.109,0.795,0.727,1.631
1250,1250,1250,16,0.106,0.818,0.408,1.332
1250,1250,1250,16,0.121,0.801,0.644,1.565
