NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
2097152,2048,20,2,0.015172,0.540011,0.540011,1.045,0.557,0.012,189.71
2097152,2048,20,2,0.017440,0.581101,0.581101,1.135,0.601,0.008,190.20
2097152,2048,20,2,0.017395,0.567574,0.567574,1.105,0.587,0.012,190.16
2097152,2048,20,2,0.018116,0.572865,0.572865,1.125,0.593,0.004,190.24
2097152,2048,20,2,0.018164,0.577696,0.577696,1.102,0.598,0.036,190.22
2097152,2048,20,2,0.018081,0.574858,0.574858,1.124,0.595,0.008,190.21
2097152,2048,20,2,0.018118,0.573889,0.573889,1.123,0.594,0.008,190.20
2097152,2048,20,2,0.018120,0.561564,0.561564,1.099,0.582,0.008,190.15
2097152,2048,20,2,0.018073,0.561552,0.561552,1.103,0.582,0.004,190.14
2097152,2048,20,2,0.018106,0.594224,0.594224,1.165,0.615,0.004,190.22
