A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
2000,2000,2000,8,0.030,3.197,3.227
2000,2000,2000,8,0.034,3.201,3.235
2000,2000,2000,8,0.036,3.198,3.234
2000,2000,2000,8,0.036,3.205,3.241
2000,2000,2000,8,0.035,3.193,3.228
2000,2000,2000,8,0.036,3.192,3.228
2000,2000,2000,8,0.034,3.205,3.239
2000,2000,2000,8,0.036,3.193,3.229
2000,2000,2000,8,0.036,3.194,3.230
2000,2000,2000,8,0.036,3.191,3.227
2000,2000,2000,8,0.036,3.193,3.228
2000,2000,2000,8,0.036,3.192,3.228
2000,2000,2000,8,0.036,3.189,3.225
2000,2000,2000,8,0.036,3.202,3.238
2000,2000,2000,8,0.036,3.192,3.228
2000,2000,2000,8,0.036,3.186,3.222
2000,2000,2000,8,0.036,3.190,3.227
2000,2000,2000,8,0.036,3.193,3.229
2000,2000,2000,8,0.036,3.191,3.227
2000,2000,2000,8,0.036,3.195,3.231
2000,2000,2000,8,0.036,3.191,3.227
2000,2000,2000,8,0.036,3.278,3.314
2000,2000,2000,8,0.036,3.210,3.246
2000,2000,2000,8,0.036,3.194,3.230
2000,2000,2000,8,0.036,3.191,3.227
2000,2000,2000,8,0.036,3.193,3.229
2000,2000,2000,8,0.036,3.194,3.231
2000,2000,2000,8,0.036,3.192,3.228
2000,2000,2000,8,0.036,3.195,3.231
2000,2000,2000,8,0.034,3.187,3.221
2000,2000,2000,8,0.036,3.199,3.235
2000,2000,2000,8,0.036,3.189,3.225
2000,2000,2000,8,0.035,3.187,3.223
2000,2000,2000,8,0.036,3.186,3.222
2000,2000,2000,8,0.036,3.198,3.234
2000,2000,2000,8,0.035,3.186,3.222
2000,2000,2000,8,0.036,3.210,3.246
2000,2000,2000,8,0.036,3.189,3.224
2000,2000,2000,8,0.036,3.191,3.227
2000,2000,2000,8,0.036,3.255,3.290
2000,2000,2000,8,0.034,3.204,3.239
2000,2000,2000,8,0.036,3.190,3.226
2000,2000,2000,8,0.036,3.189,3.225
2000,2000,2000,8,0.036,3.194,3.230
2000,2000,2000,8,0.036,3.189,3.225
2000,2000,2000,8,0.036,3.195,3.231
2000,2000,2000,8,0.036,3.188,3.224
2000,2000,2000,8,0.036,3.192,3.228
2000,2000,2000,8,0.036,3.188,3.224
2000,2000,2000,8,0.036,3.196,3.231
2000,2000,2000,8,0.036,3.226,3.262
2000,2000,2000,8,0.036,3.212,3.248
2000,2000,2000,8,0.036,3.188,3.224
2000,2000,2000,8,0.036,3.189,3.225
2000,2000,2000,8,0.036,3.192,3.229
2000,2000,2000,8,0.036,3.198,3.234
2000,2000,2000,8,0.036,3.188,3.223
2000,2000,2000,8,0.036,3.193,3.229
2000,2000,2000,8,0.036,3.201,3.237
2000,2000,2000,8,0.036,3.233,3.269
2000,2000,2000,8,0.036,3.236,3.272
2000,2000,2000,8,0.036,3.232,3.268
2000,2000,2000,8,0.036,3.235,3.272
2000,2000,2000,8,0.034,3.230,3.264
2000,2000,2000,8,0.036,3.245,3.281
2000,2000,2000,8,0.036,3.235,3.271
2000,2000,2000,8,0.034,3.185,3.219
2000,2000,2000,8,0.036,3.193,3.229
2000,2000,2000,8,0.036,3.188,3.224
2000,2000,2000,8,0.036,3.185,3.221
2000,2000,2000,8,0.036,3.194,3.230
2000,2000,2000,8,0.036,3.189,3.225
2000,2000,2000,8,0.036,3.188,3.224
2000,2000,2000,8,0.036,3.192,3.228
2000,2000,2000,8,0.036,3.192,3.228
2000,2000,2000,8,0.036,3.202,3.238
2000,2000,2000,8,0.036,3.198,3.234
2000,2000,2000,8,0.036,3.187,3.223
2000,2000,2000,8,0.036,3.199,3.235
2000,2000,2000,8,0.036,3.189,3.225
2000,2000,2000,8,0.036,3.191,3.227
2000,2000,2000,8,0.036,3.203,3.239
2000,2000,2000,8,0.036,3.189,3.225
2000,2000,2000,8,0.036,3.193,3.229
2000,2000,2000,8,0.036,3.190,3.226
2000,2000,2000,8,0.036,3.193,3.229
2000,2000,2000,8,0.036,3.190,3.226
2000,2000,2000,8,0.036,3.194,3.230
2000,2000,2000,8,0.036,3.194,3.230
2000,2000,2000,8,0.036,3.197,3.233
2000,2000,2000,8,0.036,3.191,3.227
2000,2000,2000,8,0.036,3.208,3.245
2000,2000,2000,8,0.036,3.188,3.224
2000,2000,2000,8,0.036,3.194,3.230
2000,2000,2000,8,0.036,3.198,3.235
2000,2000,2000,8,0.036,3.206,3.242
2000,2000,2000,8,0.036,3.204,3.240
2000,2000,2000,8,0.036,3.187,3.223
2000,2000,2000,8,0.036,3.194,3.230
2000,2000,2000,8,0.036,3.192,3.229
