A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
2000,2000,2000,4,0.022,4.630,4.652
2000,2000,2000,4,0.027,4.713,4.740
2000,2000,2000,4,0.025,4.693,4.719
2000,2000,2000,4,0.025,4.680,4.705
2000,2000,2000,4,0.025,4.718,4.744
2000,2000,2000,4,0.029,4.632,4.661
2000,2000,2000,4,0.025,4.625,4.650
2000,2000,2000,4,0.025,4.621,4.646
2000,2000,2000,4,0.025,4.602,4.627
2000,2000,2000,4,0.026,4.620,4.646
2000,2000,2000,4,0.027,4.605,4.632
2000,2000,2000,4,0.029,4.615,4.644
2000,2000,2000,4,0.028,4.612,4.640
2000,2000,2000,4,0.029,4.611,4.640
2000,2000,2000,4,0.028,4.605,4.633
2000,2000,2000,4,0.025,4.621,4.647
2000,2000,2000,4,0.025,4.606,4.631
2000,2000,2000,4,0.025,4.610,4.636
2000,2000,2000,4,0.029,4.658,4.687
2000,2000,2000,4,0.029,4.621,4.650
2000,2000,2000,4,0.025,4.619,4.644
2000,2000,2000,4,0.029,4.607,4.636
2000,2000,2000,4,0.028,4.601,4.629
2000,2000,2000,4,0.025,4.617,4.642
2000,2000,2000,4,0.025,4.611,4.636
2000,2000,2000,4,0.025,4.629,4.654
2000,2000,2000,4,0.028,4.610,4.638
2000,2000,2000,4,0.025,4.607,4.632
2000,2000,2000,4,0.029,4.602,4.631
2000,2000,2000,4,0.028,4.621,4.649
2000,2000,2000,4,0.028,4.649,4.678
2000,2000,2000,4,0.025,4.635,4.660
2000,2000,2000,4,0.029,4.609,4.638
2000,2000,2000,4,0.025,4.617,4.642
2000,2000,2000,4,0.028,4.607,4.634
2000,2000,2000,4,0.025,4.627,4.652
2000,2000,2000,4,0.029,4.612,4.641
2000,2000,2000,4,0.029,4.604,4.633
2000,2000,2000,4,0.029,4.608,4.637
2000,2000,2000,4,0.028,4.616,4.644
2000,2000,2000,4,0.026,4.613,4.638
2000,2000,2000,4,0.028,4.606,4.634
2000,2000,2000,4,0.025,4.617,4.642
2000,2000,2000,4,0.025,4.605,4.630
2000,2000,2000,4,0.025,4.618,4.644
2000,2000,2000,4,0.025,4.615,4.640
2000,2000,2000,4,0.025,4.619,4.644
2000,2000,2000,4,0.025,4.601,4.627
2000,2000,2000,4,0.025,4.617,4.642
2000,2000,2000,4,0.025,4.609,4.634
2000,2000,2000,4,0.025,4.615,4.640
2000,2000,2000,4,0.028,4.595,4.623
2000,2000,2000,4,0.025,4.620,4.646
2000,2000,2000,4,0.025,4.606,4.632
2000,2000,2000,4,0.025,4.612,4.637
2000,2000,2000,4,0.025,4.618,4.643
2000,2000,2000,4,0.025,4.610,4.635
2000,2000,2000,4,0.025,4.614,4.639
2000,2000,2000,4,0.025,4.625,4.650
2000,2000,2000,4,0.028,4.611,4.639
2000,2000,2000,4,0.029,4.618,4.647
2000,2000,2000,4,0.025,4.674,4.699
2000,2000,2000,4,0.029,4.612,4.642
2000,2000,2000,4,0.026,4.613,4.638
2000,2000,2000,4,0.028,4.613,4.641
2000,2000,2000,4,0.026,4.622,4.648
2000,2000,2000,4,0.025,4.608,4.633
2000,2000,2000,4,0.026,4.614,4.640
2000,2000,2000,4,0.029,4.601,4.629
2000,2000,2000,4,0.025,4.624,4.649
2000,2000,2000,4,0.025,4.684,4.709
2000,2000,2000,4,0.029,4.675,4.704
2000,2000,2000,4,0.025,4.637,4.663
2000,2000,2000,4,0.029,4.604,4.633
2000,2000,2000,4,0.025,4.614,4.639
2000,2000,2000,4,0.025,4.607,4.633
2000,2000,2000,4,0.025,4.621,4.646
2000,2000,2000,4,0.025,4.599,4.624
2000,2000,2000,4,0.030,4.603,4.633
2000,2000,2000,4,0.025,4.620,4.645
2000,2000,2000,4,0.025,4.611,4.636
2000,2000,2000,4,0.028,4.612,4.640
2000,2000,2000,4,0.025,4.601,4.626
2000,2000,2000,4,0.025,4.617,4.643
2000,2000,2000,4,0.028,4.605,4.633
2000,2000,2000,4,0.026,4.622,4.648
2000,2000,2000,4,0.025,4.603,4.628
2000,2000,2000,4,0.025,4.616,4.641
2000,2000,2000,4,0.025,4.610,4.635
2000,2000,2000,4,0.025,4.624,4.649
2000,2000,2000,4,0.025,4.625,4.650
2000,2000,2000,4,0.025,4.609,4.634
2000,2000,2000,4,0.025,4.616,4.641
2000,2000,2000,4,0.025,4.603,4.628
2000,2000,2000,4,0.029,4.616,4.645
2000,2000,2000,4,0.025,4.620,4.645
2000,2000,2000,4,0.025,4.611,4.636
2000,2000,2000,4,0.025,4.613,4.638
2000,2000,2000,4,0.025,4.600,4.625
2000,2000,2000,4,0.026,4.616,4.642
