A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
2000,2000,2000,0,0.040,5.040,0.080,5.160
2000,2000,2000,0,0.040,5.110,0.070,5.220
2000,2000,2000,0,0.030,5.080,0.070,5.180
2000,2000,2000,0,0.040,5.090,0.080,5.210
2000,2000,2000,0,0.040,5.080,0.080,5.200
2000,2000,2000,0,0.040,5.060,0.080,5.180
2000,2000,2000,0,0.040,5.050,0.080,5.170
2000,2000,2000,0,0.040,5.090,0.070,5.200
2000,2000,2000,0,0.030,5.370,0.080,5.480
2000,2000,2000,0,0.030,5.350,0.340,5.720
2000,2000,2000,0,0.040,5.240,0.070,5.350
2000,2000,2000,0,0.040,5.320,0.080,5.440
2000,2000,2000,0,0.040,5.310,0.080,5.430
2000,2000,2000,0,0.040,5.320,0.080,5.440
2000,2000,2000,0,0.040,5.300,0.080,5.420
