A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
250,250,250,16,0.160,0.714,0.875
250,250,250,16,0.099,0.482,0.581
250,250,250,16,0.097,0.489,0.587
250,250,250,16,0.070,0.466,0.535
250,250,250,16,0.131,0.422,0.552
250,250,250,16,0.097,0.391,0.489
250,250,250,16,0.099,0.499,0.597
250,250,250,16,0.068,0.373,0.441
250,250,250,16,0.124,0.520,0.644
250,250,250,16,0.101,0.635,0.736
250,250,250,16,0.064,0.474,0.537
250,250,250,16,0.082,0.524,0.606
250,250,250,16,0.101,0.456,0.558
250,250,250,16,0.110,0.460,0.570
250,250,250,16,0.134,0.605,0.738
250,250,250,16,0.060,0.341,0.402
250,250,250,16,0.136,0.588,0.724
250,250,250,16,0.067,0.670,0.738
250,250,250,16,0.067,0.600,0.667
250,250,250,16,0.108,0.562,0.671
250,250,250,16,0.067,0.505,0.572
250,250,250,16,0.113,0.500,0.614
250,250,250,16,0.099,0.540,0.638
250,250,250,16,0.125,0.564,0.689
250,250,250,16,0.097,0.382,0.479
250,250,250,16,0.099,0.605,0.705
250,250,250,16,0.099,0.550,0.649
250,250,250,16,0.100,0.415,0.514
250,250,250,16,0.116,0.391,0.508
250,250,250,16,0.114,0.628,0.742
250,250,250,16,0.077,0.510,0.587
250,250,250,16,0.116,0.619,0.735
250,250,250,16,0.071,0.448,0.519
250,250,250,16,0.131,0.486,0.616
250,250,250,16,0.131,0.357,0.488
250,250,250,16,0.131,0.355,0.486
250,250,250,16,0.067,0.497,0.564
250,250,250,16,0.063,0.490,0.553
250,250,250,16,0.092,0.369,0.461
250,250,250,16,0.157,0.632,0.789
250,250,250,16,0.134,0.475,0.609
250,250,250,16,0.065,0.540,0.605
250,250,250,16,0.158,0.563,0.721
250,250,250,16,0.100,0.493,0.593
250,250,250,16,0.099,0.554,0.653
250,250,250,16,0.067,0.523,0.590
250,250,250,16,0.066,0.440,0.506
250,250,250,16,0.131,0.591,0.722
250,250,250,16,0.099,0.365,0.463
250,250,250,16,0.099,0.536,0.635
250,250,250,16,0.161,0.404,0.565
250,250,250,16,0.066,0.337,0.404
250,250,250,16,0.109,0.535,0.644
250,250,250,16,0.067,0.542,0.609
250,250,250,16,0.101,0.530,0.631
250,250,250,16,0.104,0.586,0.690
250,250,250,16,0.101,0.578,0.678
250,250,250,16,0.104,0.521,0.624
250,250,250,16,0.132,0.327,0.458
250,250,250,16,0.131,0.658,0.789
250,250,250,16,0.131,0.438,0.569
250,250,250,16,0.162,0.566,0.727
250,250,250,16,0.157,0.555,0.712
250,250,250,16,0.079,0.416,0.495
250,250,250,16,0.136,0.563,0.699
250,250,250,16,0.097,0.507,0.604
250,250,250,16,0.096,0.566,0.662
250,250,250,16,0.086,0.370,0.457
250,250,250,16,0.074,0.441,0.514
250,250,250,16,0.067,0.380,0.446
250,250,250,16,0.091,0.681,0.771
250,250,250,16,0.093,0.474,0.567
250,250,250,16,0.117,0.502,0.619
250,250,250,16,0.092,0.543,0.636
250,250,250,16,0.097,0.512,0.609
250,250,250,16,0.106,0.548,0.655
250,250,250,16,0.094,0.668,0.762
250,250,250,16,0.129,0.513,0.643
250,250,250,16,0.125,0.552,0.677
250,250,250,16,0.074,0.382,0.456
250,250,250,16,0.099,0.560,0.659
250,250,250,16,0.074,0.397,0.470
250,250,250,16,0.065,0.539,0.604
250,250,250,16,0.104,0.618,0.722
250,250,250,16,0.131,0.537,0.668
250,250,250,16,0.102,0.557,0.659
250,250,250,16,0.072,0.354,0.426
250,250,250,16,0.069,0.381,0.450
250,250,250,16,0.094,0.417,0.511
250,250,250,16,0.074,0.587,0.661
250,250,250,16,0.096,0.583,0.680
250,250,250,16,0.098,0.363,0.461
250,250,250,16,0.077,0.379,0.456
250,250,250,16,0.061,0.561,0.622
250,250,250,16,0.101,0.564,0.666
250,250,250,16,0.065,0.322,0.386
250,250,250,16,0.130,0.529,0.659
250,250,250,16,0.099,0.409,0.508
250,250,250,16,0.146,0.820,0.967
250,250,250,16,0.067,0.409,0.475
