A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
250,250,250,2,0.001,0.011,0.012
250,250,250,2,0.001,0.011,0.012
250,250,250,2,0.001,0.011,0.012
250,250,250,2,0.001,0.011,0.012
250,250,250,2,0.001,0.011,0.012
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.013
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.013,0.014
250,250,250,2,0.001,0.012,0.014
250,250,250,2,0.001,0.013,0.014
