row,columns,threads,init,dotprod,user,elapsed,sys,pCPU
20000,20000,2,1.396873,0.666853,1.170,1.151,1.033,191.44
20000,20000,2,1.519277,0.680140,1.253,1.219,1.085,191.82
20000,20000,2,1.534500,0.680119,1.185,1.225,1.166,191.95
20000,20000,2,1.535948,0.680224,1.280,1.228,1.076,191.95
20000,20000,2,1.518463,0.680215,1.249,1.218,1.088,191.79
20000,20000,2,1.531069,0.680128,1.288,1.225,1.064,191.93
20000,20000,2,1.525308,0.680153,1.265,1.220,1.077,191.97
20000,20000,2,1.510340,0.680163,1.221,1.213,1.108,191.93
20000,20000,2,1.513408,0.680210,1.283,1.214,1.047,191.99
20000,20000,2,1.500776,0.680166,1.254,1.206,1.061,192.02
20000,20000,2,1.491416,0.678337,1.292,1.200,1.012,191.97
20000,20000,2,1.497744,0.680184,1.276,1.204,1.036,192.01
20000,20000,2,1.496360,0.679974,1.215,1.203,1.095,192.00
20000,20000,2,1.490543,0.678206,1.285,1.200,1.017,191.90
20000,20000,2,1.498228,0.680195,1.280,1.206,1.036,192.00
20000,20000,2,1.500714,0.680161,1.241,1.208,1.077,191.83
20000,20000,2,1.491735,0.673707,1.310,1.199,0.991,191.98
20000,20000,2,1.495875,0.677817,1.222,1.202,1.085,192.01
20000,20000,2,1.497301,0.673596,1.241,1.201,1.065,191.99
20000,20000,2,1.494259,0.674697,1.237,1.201,1.068,191.99
20000,20000,2,1.494272,0.672823,1.267,1.200,1.035,191.98
20000,20000,2,1.493847,0.673697,1.168,1.200,1.136,191.99
20000,20000,2,1.494299,0.677898,1.269,1.201,1.036,191.98
20000,20000,2,1.499147,0.673233,1.204,1.202,1.103,191.99
20000,20000,2,1.497188,0.678286,1.246,1.202,1.062,192.00
20000,20000,2,1.491560,0.673386,1.171,1.199,1.131,191.96
20000,20000,2,1.498762,0.675208,1.283,1.203,1.027,191.99
20000,20000,2,1.494438,0.680123,1.224,1.204,1.087,191.99
20000,20000,2,1.494371,0.679064,1.186,1.202,1.121,191.98
20000,20000,2,1.491347,0.680273,1.234,1.202,1.074,191.98
20000,20000,2,1.495434,0.680200,1.228,1.204,1.084,192.01
20000,20000,2,1.490837,0.673013,1.213,1.197,1.085,191.95
20000,20000,2,1.489980,0.677234,1.220,1.198,1.080,191.94
20000,20000,2,1.491515,0.674068,1.247,1.199,1.055,191.95
20000,20000,2,1.495360,0.679053,1.213,1.203,1.096,191.98
