A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1250,1250,1250,4,0.042,1.027,0.028,1.097
1250,1250,1250,4,0.042,1.127,0.014,1.183
1250,1250,1250,4,0.058,1.127,0.047,1.232
1250,1250,1250,4,0.034,1.140,0.019,1.193
1250,1250,1250,4,0.058,1.118,0.043,1.220
1250,1250,1250,4,0.058,1.109,0.043,1.210
1250,1250,1250,4,0.034,1.132,0.016,1.182
1250,1250,1250,4,0.034,1.128,0.014,1.177
1250,1250,1250,4,0.062,1.086,0.015,1.164
1250,1250,1250,4,0.035,1.127,0.014,1.176
1250,1250,1250,4,0.059,1.128,0.030,1.217
1250,1250,1250,4,0.034,1.143,0.020,1.197
1250,1250,1250,4,0.040,1.138,0.025,1.203
1250,1250,1250,4,0.058,1.130,0.033,1.221
1250,1250,1250,4,0.034,1.144,0.018,1.196
