A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
1250,1250,1250,32,0.519,2.065,2.584
1250,1250,1250,32,0.503,2.141,2.643
1250,1250,1250,32,0.518,2.229,2.747
1250,1250,1250,32,0.422,2.040,2.463
1250,1250,1250,32,0.467,2.178,2.644
1250,1250,1250,32,0.524,2.119,2.643
1250,1250,1250,32,0.477,2.091,2.569
1250,1250,1250,32,0.517,1.853,2.369
1250,1250,1250,32,0.504,1.952,2.456
1250,1250,1250,32,0.483,1.921,2.404
1250,1250,1250,32,0.466,2.276,2.741
1250,1250,1250,32,0.471,2.319,2.790
1250,1250,1250,32,0.456,2.086,2.542
1250,1250,1250,32,0.540,1.990,2.530
1250,1250,1250,32,0.483,2.065,2.548
1250,1250,1250,32,0.472,2.292,2.764
1250,1250,1250,32,0.467,2.015,2.481
1250,1250,1250,32,0.460,1.921,2.382
1250,1250,1250,32,0.461,2.431,2.892
1250,1250,1250,32,0.516,2.052,2.568
1250,1250,1250,32,0.463,2.243,2.706
1250,1250,1250,32,0.568,2.229,2.797
1250,1250,1250,32,0.441,1.978,2.419
1250,1250,1250,32,0.463,2.026,2.489
1250,1250,1250,32,0.478,1.985,2.463
1250,1250,1250,32,0.454,2.031,2.484
1250,1250,1250,32,0.475,2.171,2.646
1250,1250,1250,32,0.445,2.054,2.499
1250,1250,1250,32,0.503,2.054,2.557
1250,1250,1250,32,0.509,2.254,2.763
1250,1250,1250,32,0.483,2.072,2.555
1250,1250,1250,32,0.459,2.136,2.595
1250,1250,1250,32,0.464,2.296,2.760
1250,1250,1250,32,0.503,2.009,2.511
1250,1250,1250,32,0.444,2.331,2.776
1250,1250,1250,32,0.500,2.037,2.537
1250,1250,1250,32,0.444,2.045,2.489
1250,1250,1250,32,0.442,2.479,2.921
1250,1250,1250,32,0.432,2.026,2.458
1250,1250,1250,32,0.528,2.195,2.723
1250,1250,1250,32,0.461,2.258,2.719
1250,1250,1250,32,0.481,2.072,2.553
1250,1250,1250,32,0.523,2.052,2.575
1250,1250,1250,32,0.488,1.948,2.436
1250,1250,1250,32,0.468,1.927,2.395
1250,1250,1250,32,0.482,2.007,2.489
1250,1250,1250,32,0.479,2.265,2.744
1250,1250,1250,32,0.482,2.123,2.604
1250,1250,1250,32,0.517,2.172,2.689
1250,1250,1250,32,0.523,2.052,2.575
1250,1250,1250,32,0.463,1.978,2.441
1250,1250,1250,32,0.480,1.991,2.471
1250,1250,1250,32,0.455,1.857,2.312
1250,1250,1250,32,0.471,1.987,2.458
1250,1250,1250,32,0.488,2.093,2.581
1250,1250,1250,32,0.461,2.131,2.592
1250,1250,1250,32,0.535,2.335,2.870
1250,1250,1250,32,0.484,2.261,2.745
1250,1250,1250,32,0.494,2.235,2.729
1250,1250,1250,32,0.504,2.134,2.637
1250,1250,1250,32,0.445,1.978,2.424
1250,1250,1250,32,0.498,2.088,2.586
1250,1250,1250,32,0.500,2.051,2.550
1250,1250,1250,32,0.483,1.923,2.407
1250,1250,1250,32,0.397,1.998,2.395
[mpiexec@ammanas-X510UQR] Sending Ctrl-C to processes as requested
[mpiexec@ammanas-X510UQR] Press Ctrl-C again to force abort
