A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1250,1250,1250,8,0.058,0.720,0.029,0.806
1250,1250,1250,8,0.069,0.765,0.032,0.866
1250,1250,1250,8,0.069,0.767,0.032,0.868
1250,1250,1250,8,0.069,0.766,0.032,0.867
1250,1250,1250,8,0.069,0.761,0.026,0.856
1250,1250,1250,8,0.071,0.764,0.032,0.866
1250,1250,1250,8,0.069,0.762,0.034,0.866
1250,1250,1250,8,0.068,0.760,0.028,0.857
1250,1250,1250,8,0.069,0.782,0.052,0.902
1250,1250,1250,8,0.069,0.761,0.033,0.863
1250,1250,1250,8,0.069,0.760,0.030,0.858
1250,1250,1250,8,0.069,0.759,0.028,0.856
1250,1250,1250,8,0.068,0.757,0.030,0.855
1250,1250,1250,8,0.071,0.755,0.024,0.849
1250,1250,1250,8,0.069,0.758,0.029,0.856
