| Version  | Processes |   user  | generatePoints |    classifyPoint     |        Total         |      Speedup       |      Efficiency     |
|  Serial  |     1     | 0.00956 |   0.0006775    |      0.00843914      |      0.00843914      |        1.0         |         1.0         |
| Parallel |     1     | 0.02268 |   0.0010951    | 0.014540319999999997 | 0.014540319999999997 | 0.5803957547014097 |  0.5803957547014097 |
| Parallel |     2     | 0.02952 |   0.00100674   | 0.008220159999999999 | 0.008220159999999999 | 1.0266393841482404 |  0.5133196920741202 |
| Parallel |     4     |  0.0677 |   0.00123168   |      0.01038054      |      0.01038054      | 0.8129769742229209 | 0.20324424355573023 |
| Parallel |     8     | 0.25824 |   0.00280898   |      0.01637732      |      0.01637732      | 0.5152943216594656 |  0.0644117902074332 |
| Parallel |     16    |    0    |      46.2      |          0           |          0           |        inf         |         inf         |
