row,columns,threads,init,dotprod,user,elapsed,sys,pCPU
5000,5000,0,0.107381,0.061543,0.118,0.174,0.057,100.02
5000,5000,0,0.101405,0.061592,0.128,0.168,0.040,100.03
5000,5000,0,0.101679,0.061546,0.124,0.168,0.044,100.04
5000,5000,0,0.101479,0.061595,0.140,0.168,0.028,100.03
5000,5000,0,0.101685,0.061582,0.136,0.168,0.032,100.03
5000,5000,0,0.101294,0.062192,0.128,0.169,0.040,100.03
5000,5000,0,0.101282,0.061577,0.120,0.168,0.048,100.03
5000,5000,0,0.101817,0.061590,0.116,0.169,0.052,100.03
5000,5000,0,0.101493,0.061720,0.116,0.168,0.052,100.03
5000,5000,0,0.101618,0.061531,0.148,0.168,0.020,100.03
5000,5000,0,0.101393,0.061583,0.112,0.168,0.056,100.03
5000,5000,0,0.101531,0.061624,0.140,0.168,0.028,100.02
5000,5000,0,0.101251,0.062036,0.140,0.168,0.028,100.03
5000,5000,0,0.101315,0.061525,0.131,0.168,0.037,100.00
5000,5000,0,0.101265,0.061572,0.132,0.168,0.036,100.03
5000,5000,0,0.101501,0.061550,0.140,0.168,0.028,100.03
5000,5000,0,0.101732,0.061550,0.124,0.168,0.044,100.02
5000,5000,0,0.101182,0.061550,0.128,0.168,0.040,100.03
5000,5000,0,0.101058,0.061537,0.135,0.168,0.033,100.03
5000,5000,0,0.101529,0.062112,0.117,0.169,0.052,100.03
5000,5000,0,0.101254,0.061556,0.128,0.168,0.040,100.03
5000,5000,0,0.101364,0.061527,0.140,0.168,0.028,100.03
5000,5000,0,0.101216,0.061631,0.128,0.168,0.040,100.02
5000,5000,0,0.101951,0.061678,0.125,0.169,0.044,100.01
5000,5000,0,0.101284,0.061492,0.120,0.168,0.048,100.04
5000,5000,0,0.101352,0.061524,0.116,0.168,0.052,100.03
5000,5000,0,0.101374,0.062087,0.141,0.169,0.028,100.03
5000,5000,0,0.101353,0.061533,0.136,0.168,0.032,100.02
5000,5000,0,0.101517,0.061553,0.120,0.168,0.048,100.00
5000,5000,0,0.101453,0.061527,0.128,0.168,0.040,100.03
5000,5000,0,0.101702,0.061500,0.116,0.168,0.052,100.04
5000,5000,0,0.101354,0.061944,0.129,0.168,0.039,100.02
5000,5000,0,0.101628,0.061528,0.124,0.168,0.044,100.03
5000,5000,0,0.101236,0.062021,0.140,0.168,0.028,100.04
5000,5000,0,0.101174,0.061627,0.124,0.168,0.044,100.04
5000,5000,0,0.101598,0.061562,0.128,0.168,0.040,100.02
5000,5000,0,0.101397,0.061614,0.112,0.168,0.056,100.04
5000,5000,0,0.101683,0.061593,0.120,0.168,0.048,100.03
5000,5000,0,0.101207,0.061519,0.123,0.168,0.045,100.01
5000,5000,0,0.101500,0.061806,0.116,0.168,0.052,100.02
5000,5000,0,0.101611,0.061971,0.137,0.169,0.032,100.03
5000,5000,0,0.101222,0.061534,0.144,0.168,0.024,100.03
5000,5000,0,0.101849,0.063616,0.131,0.171,0.040,99.86
5000,5000,0,0.101954,0.063663,0.135,0.171,0.036,99.75
5000,5000,0,0.102162,0.063543,0.131,0.172,0.040,99.71
5000,5000,0,0.101863,0.063640,0.122,0.171,0.049,99.84
5000,5000,0,0.101832,0.061974,0.118,0.169,0.051,99.76
5000,5000,0,0.101647,0.063402,0.131,0.171,0.040,99.70
5000,5000,0,0.101863,0.063569,0.115,0.171,0.056,99.88
5000,5000,0,0.101734,0.063750,0.118,0.171,0.053,99.88
5000,5000,0,0.101898,0.063576,0.127,0.171,0.044,99.77
5000,5000,0,0.101777,0.063769,0.150,0.171,0.021,99.86
5000,5000,0,0.101570,0.062267,0.121,0.169,0.048,99.88
5000,5000,0,0.101545,0.063604,0.115,0.171,0.055,99.87
5000,5000,0,0.101878,0.063226,0.142,0.171,0.028,99.74
5000,5000,0,0.101811,0.061529,0.132,0.169,0.036,99.85
5000,5000,0,0.101858,0.063583,0.135,0.171,0.036,99.83
5000,5000,0,0.101607,0.063619,0.146,0.171,0.024,99.85
5000,5000,0,0.101486,0.061500,0.120,0.169,0.048,99.74
5000,5000,0,0.101882,0.063638,0.127,0.171,0.044,99.89
5000,5000,0,0.101668,0.063561,0.118,0.171,0.053,99.85
5000,5000,0,0.101789,0.063426,0.123,0.171,0.048,99.53
5000,5000,0,0.101463,0.063619,0.135,0.171,0.036,99.78
5000,5000,0,0.101753,0.063603,0.123,0.171,0.048,99.77
5000,5000,0,0.101444,0.063569,0.139,0.171,0.032,99.88
5000,5000,0,0.102039,0.063657,0.131,0.171,0.040,99.85
5000,5000,0,0.101594,0.063561,0.154,0.171,0.016,99.73
5000,5000,0,0.102035,0.063646,0.138,0.171,0.033,99.81
5000,5000,0,0.101572,0.063565,0.134,0.171,0.036,99.84
5000,5000,0,0.102167,0.062953,0.138,0.171,0.032,99.72
5000,5000,0,0.102042,0.063609,0.127,0.171,0.044,99.86
5000,5000,0,0.101877,0.063605,0.127,0.171,0.044,99.89
5000,5000,0,0.101770,0.063732,0.131,0.172,0.040,99.56
5000,5000,0,0.101632,0.061572,0.136,0.169,0.033,99.68
5000,5000,0,0.101861,0.063642,0.126,0.171,0.045,99.74
5000,5000,0,0.101748,0.062308,0.133,0.169,0.036,99.86
5000,5000,0,0.101729,0.063516,0.143,0.171,0.028,99.74
5000,5000,0,0.101910,0.063626,0.110,0.171,0.061,99.78
5000,5000,0,0.101298,0.061528,0.143,0.168,0.025,99.85
5000,5000,0,0.101765,0.064012,0.123,0.172,0.048,99.75
5000,5000,0,0.101529,0.063550,0.146,0.171,0.024,99.71
5000,5000,0,0.101393,0.061585,0.136,0.168,0.032,99.85
5000,5000,0,0.101801,0.063578,0.139,0.171,0.032,99.87
5000,5000,0,0.102022,0.063537,0.119,0.171,0.052,99.75
5000,5000,0,0.101437,0.061480,0.139,0.168,0.029,99.80
