rows,columns,threads,time
8000,8000,4,0.394323
8000,8000,4,0.410937
8000,8000,4,0.422689
8000,8000,4,0.441637
8000,8000,4,0.447916
8000,8000,4,0.454093
8000,8000,4,0.454319
8000,8000,4,0.471440
8000,8000,4,0.473280
8000,8000,4,0.480451
8000,8000,4,0.484145
8000,8000,4,0.476433
8000,8000,4,0.481660
8000,8000,4,0.486210
8000,8000,4,0.477413
8000,8000,4,0.483120
8000,8000,4,0.474378
8000,8000,4,0.479711
8000,8000,4,0.483159
8000,8000,4,0.475172
8000,8000,4,0.477847
8000,8000,4,0.483790
8000,8000,4,0.487204
8000,8000,4,0.477054
8000,8000,4,0.482844
8000,8000,4,0.487301
8000,8000,4,0.477685
8000,8000,4,0.482001
8000,8000,4,0.487776
8000,8000,4,0.476770
8000,8000,4,0.481855
8000,8000,4,0.475491
8000,8000,4,0.479200
8000,8000,4,0.484137
8000,8000,4,0.476675
8000,8000,4,0.479550
8000,8000,4,0.473593
8000,8000,4,0.479687
8000,8000,4,0.483767
8000,8000,4,0.477230
8000,8000,4,0.481662
8000,8000,4,0.485020
8000,8000,4,0.477121
8000,8000,4,0.464209
8000,8000,4,0.474969
8000,8000,4,0.478788
8000,8000,4,0.481923
8000,8000,4,0.483905
8000,8000,4,0.485884
8000,8000,4,0.459624
8000,8000,4,0.483714
8000,8000,4,0.540572
8000,8000,4,0.513715
8000,8000,4,0.459080
8000,8000,4,0.463107
8000,8000,4,0.478934
8000,8000,4,0.480221
8000,8000,4,0.482291
8000,8000,4,0.474274
8000,8000,4,0.478196
8000,8000,4,0.483732
8000,8000,4,0.457765
8000,8000,4,0.481225
8000,8000,4,0.485297
8000,8000,4,0.477522
8000,8000,4,0.481676
8000,8000,4,0.485634
8000,8000,4,0.476737
8000,8000,4,0.466064
8000,8000,4,0.475664
8000,8000,4,0.481364
8000,8000,4,0.485787
8000,8000,4,0.472973
8000,8000,4,0.478842
8000,8000,4,0.482013
8000,8000,4,0.460609
8000,8000,4,0.480499
8000,8000,4,0.482510
8000,8000,4,0.474063
8000,8000,4,0.462740
8000,8000,4,0.481080
8000,8000,4,0.474624
8000,8000,4,0.476280
8000,8000,4,0.481762
8000,8000,4,0.456571
8000,8000,4,0.482105
8000,8000,4,0.475257
8000,8000,4,0.481957
8000,8000,4,0.466348
8000,8000,4,0.474605
8000,8000,4,0.479503
8000,8000,4,0.483113
8000,8000,4,0.460085
8000,8000,4,0.480975
8000,8000,4,0.472032
8000,8000,4,0.479065
8000,8000,4,0.484039
8000,8000,4,0.457034
8000,8000,4,0.478928
8000,8000,4,0.483359
8000,8000,4,0.486017
8000,8000,4,0.461617
8000,8000,4,0.484627
8000,8000,4,0.477823
8000,8000,4,0.478409
8000,8000,4,0.464735
8000,8000,4,0.477654
8000,8000,4,0.482032
8000,8000,4,0.473498
8000,8000,4,0.461943
8000,8000,4,0.484898
8000,8000,4,0.477210
8000,8000,4,0.480117
8000,8000,4,0.468937
8000,8000,4,0.477763
8000,8000,4,0.483061
8000,8000,4,0.475250
8000,8000,4,0.463356
8000,8000,4,0.484296
8000,8000,4,0.476924
8000,8000,4,0.481371
8000,8000,4,0.484723
8000,8000,4,0.459364
8000,8000,4,0.481929
8000,8000,4,0.485860
8000,8000,4,0.476385
8000,8000,4,0.465523
8000,8000,4,0.476928
8000,8000,4,0.480567
8000,8000,4,0.484178
8000,8000,4,0.460554
8000,8000,4,0.484205
8000,8000,4,0.477459
8000,8000,4,0.480542
8000,8000,4,0.468132
8000,8000,4,0.477367
8000,8000,4,0.482185
8000,8000,4,0.487000
8000,8000,4,0.462239
8000,8000,4,0.481003
8000,8000,4,0.475485
8000,8000,4,0.480376
8000,8000,4,0.484030
8000,8000,4,0.460867
8000,8000,4,0.471957
8000,8000,4,0.478473
8000,8000,4,0.483965
8000,8000,4,0.459098
8000,8000,4,0.482397
8000,8000,4,0.474360
8000,8000,4,0.478394
8000,8000,4,0.466929
8000,8000,4,0.474473
8000,8000,4,0.479912
8000,8000,4,0.482215
8000,8000,4,0.474907
8000,8000,4,0.465058
8000,8000,4,0.475556
8000,8000,4,0.480566
8000,8000,4,0.475781
8000,8000,4,0.464767
8000,8000,4,0.551804
8000,8000,4,0.459097
8000,8000,4,0.461694
8000,8000,4,0.481406
8000,8000,4,0.484164
8000,8000,4,0.477696
8000,8000,4,0.480910
8000,8000,4,0.468444
8000,8000,4,0.477413
8000,8000,4,0.482956
8000,8000,4,0.485275
8000,8000,4,0.461109
8000,8000,4,0.484311
8000,8000,4,0.475712
8000,8000,4,0.477337
8000,8000,4,0.483465
8000,8000,4,0.475115
8000,8000,4,0.464034
8000,8000,4,0.477712
8000,8000,4,0.481929
8000,8000,4,0.473980
8000,8000,4,0.461989
8000,8000,4,0.473376
8000,8000,4,0.479717
8000,8000,4,0.484228
8000,8000,4,0.461542
8000,8000,4,0.481977
8000,8000,4,0.486188
8000,8000,4,0.477597
8000,8000,4,0.466423
8000,8000,4,0.484594
8000,8000,4,0.486064
8000,8000,4,0.476225
8000,8000,4,0.461375
8000,8000,4,0.484155
8000,8000,4,0.475413
8000,8000,4,0.464395
8000,8000,4,0.486004
8000,8000,4,0.477288
8000,8000,4,0.482459
8000,8000,4,0.458820
8000,8000,4,0.481171
8000,8000,4,0.484765
8000,8000,4,0.478240
8000,8000,4,0.465028
8000,8000,4,0.476250
8000,8000,4,0.481297
8000,8000,4,0.486744
8000,8000,4,0.460792
8000,8000,4,0.482593
8000,8000,4,0.476834
8000,8000,4,0.481519
8000,8000,4,0.483022
8000,8000,4,0.460193
8000,8000,4,0.483801
8000,8000,4,0.476949
8000,8000,4,0.479470
8000,8000,4,0.468112
8000,8000,4,0.477401
8000,8000,4,0.481798
8000,8000,4,0.474941
8000,8000,4,0.463370
8000,8000,4,0.484715
8000,8000,4,0.476742
8000,8000,4,0.481721
8000,8000,4,0.459773
8000,8000,4,0.481552
8000,8000,4,0.485795
8000,8000,4,0.478079
8000,8000,4,0.466218
