| Version  | Processes |         user        |    generatePoints    |   classifyPoint    |        Total        |      Speedup       |      Efficiency     |
|  Serial  |     1     | 0.49885714285714283 | 0.020027857142857146 | 0.4877288571428572 |  0.5077567142857142 |        1.0         |         1.0         |
| Parallel |     1     | 0.45757142857142863 | 0.01932357142857143  | 0.4453461428571429 |  0.4646697142857143 | 1.0927260776317924 |  1.0927260776317924 |
| Parallel |     2     |  0.5578571428571429 | 0.01023857142857143  | 0.2924021428571428 |  0.3026407142857143 | 1.6777541497815651 |  0.8388770748907826 |
| Parallel |     4     |  1.2334285714285715 | 0.010710285714285714 | 0.3468602857142857 | 0.35757057142857146 | 1.4200181862201824 |  0.3550045465550456 |
| Parallel |     8     |  2.1852857142857145 | 0.007136142857142857 | 0.3439084285714285 | 0.35104457142857143 | 1.446416653644307  | 0.18080208170553838 |
| Parallel |     16    |        1.573        | 0.007040142857142857 | 0.3366135714285714 |  0.3436537142857143 | 1.477524301871984  |  0.092345268866999  |
