NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
2097152,1448,5,16,0.006331,0.340829,0.340829,1.613,0.350,0.008,462.68
2097152,1448,5,16,0.006640,0.338311,0.338311,1.571,0.348,0.012,454.77
2097152,1448,5,16,0.005991,0.336646,0.336646,1.580,0.346,0.016,461.71
2097152,1448,5,16,0.006055,0.335268,0.335268,1.595,0.344,0.016,467.97
2097152,1448,5,16,0.006600,0.331471,0.331471,1.518,0.341,0.032,454.44
2097152,1448,5,16,0.006232,0.335440,0.335440,1.608,0.345,0.008,468.74
2097152,1448,5,16,0.006807,0.349671,0.349671,1.597,0.360,0.036,454.29
2097152,1448,5,16,0.006436,0.333051,0.333051,1.503,0.343,0.024,445.82
2097152,1448,5,16,0.006747,0.335048,0.335048,1.577,0.345,0.028,465.45
2097152,1448,5,16,0.006352,0.349883,0.349883,1.610,0.359,0.008,450.67
2097152,1448,5,16,0.005743,0.344379,0.344379,1.590,0.353,0.020,455.83
2097152,1448,5,16,0.007357,0.332057,0.332057,1.548,0.342,0.040,463.86
2097152,1448,5,16,0.006132,0.331207,0.331207,1.525,0.340,0.040,459.64
2097152,1448,5,16,0.006598,0.335436,0.335436,1.538,0.345,0.024,452.50
2097152,1448,5,16,0.006697,0.343176,0.343176,1.587,0.353,0.020,455.37
2097152,1448,5,16,0.007127,0.337752,0.337752,1.567,0.348,0.041,462.30
2097152,1448,5,16,0.006017,0.341216,0.341216,1.557,0.350,0.054,460.03
2097152,1448,5,16,0.006467,0.337169,0.337169,1.557,0.347,0.028,456.96
2097152,1448,5,16,0.006480,0.335243,0.335243,1.554,0.345,0.024,457.47
2097152,1448,5,16,0.005966,0.337216,0.337216,1.572,0.346,0.025,461.21
2097152,1448,5,16,0.006039,0.340246,0.340246,1.560,0.349,0.016,451.27
2097152,1448,5,16,0.006118,0.336908,0.336908,1.562,0.346,0.039,462.61
2097152,1448,5,16,0.006037,0.336613,0.336613,1.585,0.346,0.016,463.19
2097152,1448,5,16,0.006835,0.332849,0.332849,1.581,0.343,0.012,464.86
2097152,1448,5,16,0.007607,0.340098,0.340098,1.595,0.351,0.020,460.52
2097152,1448,5,16,0.006905,0.335223,0.335223,1.582,0.345,0.030,466.83
2097152,1448,5,16,0.006028,0.336212,0.336212,1.592,0.345,0.020,466.72
2097152,1448,5,16,0.006669,0.346040,0.346040,1.621,0.356,0.016,460.14
2097152,1448,5,16,0.007641,0.335722,0.335722,1.535,0.346,0.008,445.34
2097152,1448,5,16,0.006522,0.335508,0.335508,1.585,0.345,0.029,467.61
2097152,1448,5,16,0.007620,0.334289,0.334289,1.582,0.345,0.016,463.40
2097152,1448,5,16,0.006676,0.341461,0.341461,1.598,0.351,0.016,459.53
2097152,1448,5,16,0.007219,0.339758,0.339758,1.576,0.350,0.016,454.86
2097152,1448,5,16,0.006695,0.336228,0.336228,1.549,0.346,0.020,453.53
2097152,1448,5,16,0.005924,0.337098,0.337098,1.585,0.346,0.020,463.69
2097152,1448,5,16,0.007001,0.338189,0.338189,1.541,0.348,0.021,448.49
2097152,1448,5,16,0.006023,0.336386,0.336386,1.517,0.345,0.021,445.10
2097152,1448,5,16,0.006611,0.340529,0.340529,1.557,0.350,0.048,458.18
2097152,1448,5,16,0.006002,0.344133,0.344133,1.562,0.353,0.035,452.06
2097152,1448,5,16,0.005985,0.336971,0.336971,1.561,0.346,0.024,458.30
2097152,1448,5,16,0.006388,0.336067,0.336067,1.537,0.346,0.049,459.06
2097152,1448,5,16,0.006780,0.333763,0.333763,1.566,0.344,0.036,466.25
2097152,1448,5,16,0.005980,0.330540,0.330540,1.557,0.340,0.043,470.96
2097152,1448,5,16,0.006709,0.337393,0.337393,1.594,0.347,0.030,467.56
2097152,1448,5,16,0.005994,0.332872,0.332872,1.561,0.342,0.025,463.72
2097152,1448,5,16,0.006788,0.354191,0.354191,1.599,0.364,0.035,449.09
2097152,1448,5,16,0.006651,0.331157,0.331157,1.511,0.341,0.021,449.54
2097152,1448,5,16,0.006020,0.333994,0.333994,1.520,0.343,0.020,448.85
2097152,1448,5,16,0.006874,0.351073,0.351073,1.602,0.361,0.016,448.28
2097152,1448,5,16,0.006522,0.334573,0.334573,1.578,0.344,0.016,463.36
2097152,1448,5,16,0.006038,0.326540,0.326540,1.566,0.336,0.012,470.13
2097152,1448,5,16,0.006907,0.338002,0.338002,1.507,0.348,0.044,445.94
2097152,1448,5,16,0.007055,0.331743,0.331743,1.549,0.342,0.049,467.56
2097152,1448,5,16,0.006085,0.329935,0.329935,1.512,0.339,0.038,457.11
2097152,1448,5,16,0.006009,0.337474,0.337474,1.567,0.347,0.035,462.50
