A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
5000,5000,5000,1,0.081,206.128,0.000,206.209
5000,5000,5000,1,0.093,207.164,0.000,207.257
5000,5000,5000,1,0.077,208.990,0.000,209.067
5000,5000,5000,1,0.077,204.773,0.000,204.850
5000,5000,5000,1,0.076,207.656,0.000,207.732
5000,5000,5000,1,0.076,205.967,0.000,206.043
5000,5000,5000,1,0.077,206.344,0.000,206.421
5000,5000,5000,1,0.077,206.954,0.000,207.031
5000,5000,5000,1,0.076,206.293,0.000,206.370
5000,5000,5000,1,0.079,206.748,0.000,206.826
5000,5000,5000,1,0.076,207.361,0.000,207.437
5000,5000,5000,1,0.074,205.899,0.000,205.974
5000,5000,5000,1,0.076,207.586,0.000,207.662
5000,5000,5000,1,0.076,204.897,0.000,204.973
5000,5000,5000,1,0.076,206.758,0.000,206.834
