A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,8,0.008,0.039,0.008,0.055
500,500,500,8,0.009,0.039,0.009,0.056
500,500,500,8,0.008,0.039,0.008,0.055
500,500,500,8,0.010,0.041,0.009,0.060
500,500,500,8,0.009,0.040,0.008,0.058
500,500,500,8,0.009,0.040,0.009,0.058
500,500,500,8,0.009,0.041,0.009,0.058
500,500,500,8,0.009,0.040,0.009,0.058
500,500,500,8,0.009,0.040,0.008,0.058
500,500,500,8,0.009,0.040,0.008,0.057
500,500,500,8,0.009,0.040,0.008,0.058
500,500,500,8,0.009,0.040,0.008,0.058
500,500,500,8,0.009,0.041,0.009,0.058
500,500,500,8,0.008,0.040,0.009,0.058
500,500,500,8,0.009,0.040,0.009,0.058
