A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,1,0.007,0.257,0.002,0.266
500,500,500,1,0.007,0.214,0.002,0.222
500,500,500,1,0.006,0.193,0.002,0.200
500,500,500,1,0.005,0.180,0.002,0.187
500,500,500,1,0.004,0.173,0.002,0.179
500,500,500,1,0.004,0.169,0.002,0.175
500,500,500,1,0.005,0.164,0.002,0.171
500,500,500,1,0.005,0.164,0.002,0.171
500,500,500,1,0.004,0.164,0.002,0.170
500,500,500,1,0.005,0.164,0.002,0.171
500,500,500,1,0.004,0.161,0.002,0.167
500,500,500,1,0.005,0.159,0.002,0.165
500,500,500,1,0.004,0.159,0.002,0.165
500,500,500,1,0.004,0.163,0.002,0.169
500,500,500,1,0.005,0.164,0.002,0.171
