A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,16,0.126,0.053,0.649,0.828
500,500,500,16,0.126,0.057,0.532,0.714
500,500,500,16,0.121,0.056,0.429,0.606
500,500,500,16,0.101,0.056,0.449,0.606
500,500,500,16,0.126,0.057,0.373,0.556
500,500,500,16,0.090,0.057,0.361,0.508
500,500,500,16,0.117,0.062,0.601,0.780
500,500,500,16,0.122,0.057,0.414,0.592
500,500,500,16,0.137,0.054,0.741,0.933
500,500,500,16,0.101,0.057,0.373,0.530
500,500,500,16,0.121,0.057,0.385,0.562
500,500,500,16,0.122,0.057,0.504,0.683
500,500,500,16,0.157,0.054,0.521,0.732
500,500,500,16,0.121,0.058,0.434,0.613
500,500,500,16,0.090,0.057,0.337,0.483
