A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
250,250,250,1,0.001,0.044,0.045
250,250,250,1,0.001,0.039,0.040
250,250,250,1,0.001,0.031,0.032
250,250,250,1,0.001,0.029,0.030
250,250,250,1,0.001,0.029,0.030
250,250,250,1,0.001,0.028,0.029
250,250,250,1,0.001,0.027,0.027
250,250,250,1,0.001,0.027,0.027
250,250,250,1,0.001,0.026,0.026
250,250,250,1,0.001,0.026,0.026
250,250,250,1,0.000,0.025,0.025
250,250,250,1,0.000,0.025,0.025
250,250,250,1,0.000,0.024,0.024
250,250,250,1,0.001,0.024,0.024
250,250,250,1,0.000,0.024,0.024
250,250,250,1,0.000,0.024,0.024
250,250,250,1,0.000,0.023,0.023
250,250,250,1,0.000,0.023,0.023
250,250,250,1,0.000,0.023,0.023
250,250,250,1,0.000,0.022,0.023
250,250,250,1,0.000,0.022,0.023
250,250,250,1,0.000,0.022,0.023
250,250,250,1,0.000,0.022,0.023
250,250,250,1,0.000,0.022,0.023
250,250,250,1,0.000,0.022,0.023
250,250,250,1,0.000,0.021,0.022
250,250,250,1,0.000,0.021,0.022
250,250,250,1,0.000,0.021,0.022
250,250,250,1,0.000,0.021,0.022
250,250,250,1,0.000,0.021,0.022
250,250,250,1,0.000,0.021,0.022
250,250,250,1,0.000,0.021,0.022
250,250,250,1,0.000,0.021,0.022
250,250,250,1,0.000,0.021,0.022
250,250,250,1,0.000,0.021,0.022
250,250,250,1,0.000,0.021,0.022
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.021,0.021
250,250,250,1,0.000,0.025,0.025
