A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
250,250,250,32,0.287,1.496,1.783
250,250,250,32,0.228,1.291,1.519
250,250,250,32,0.191,1.199,1.390
250,250,250,32,0.185,1.358,1.543
250,250,250,32,0.203,1.223,1.426
250,250,250,32,0.189,1.353,1.542
250,250,250,32,0.231,1.501,1.733
250,250,250,32,0.224,1.199,1.423
250,250,250,32,0.192,1.014,1.206
250,250,250,32,0.259,1.307,1.566
250,250,250,32,0.153,1.338,1.491
250,250,250,32,0.225,1.259,1.484
250,250,250,32,0.219,1.118,1.337
250,250,250,32,0.263,1.390,1.653
250,250,250,32,0.257,1.148,1.405
250,250,250,32,0.222,1.229,1.451
250,250,250,32,0.249,1.298,1.547
250,250,250,32,0.217,1.319,1.537
250,250,250,32,0.175,1.289,1.463
250,250,250,32,0.201,1.329,1.530
250,250,250,32,0.227,1.376,1.603
250,250,250,32,0.203,1.240,1.444
250,250,250,32,0.230,1.347,1.576
250,250,250,32,0.225,1.230,1.455
250,250,250,32,0.191,1.400,1.591
250,250,250,32,0.223,1.198,1.421
250,250,250,32,0.255,1.240,1.494
250,250,250,32,0.227,1.100,1.327
250,250,250,32,0.232,1.297,1.529
250,250,250,32,0.204,1.369,1.573
250,250,250,32,0.230,1.177,1.407
250,250,250,32,0.286,1.589,1.876
250,250,250,32,0.221,1.209,1.430
250,250,250,32,0.226,1.222,1.447
250,250,250,32,0.222,1.202,1.425
250,250,250,32,0.218,1.245,1.462
250,250,250,32,0.231,1.213,1.444
250,250,250,32,0.224,1.140,1.365
250,250,250,32,0.196,1.247,1.443
250,250,250,32,0.219,1.285,1.504
250,250,250,32,0.222,1.109,1.332
250,250,250,32,0.191,1.294,1.485
250,250,250,32,0.240,1.177,1.417
250,250,250,32,0.188,1.131,1.319
250,250,250,32,0.194,1.234,1.427
250,250,250,32,0.194,1.244,1.439
250,250,250,32,0.223,1.429,1.652
250,250,250,32,0.217,1.316,1.533
250,250,250,32,0.263,1.470,1.733
250,250,250,32,0.220,1.167,1.388
250,250,250,32,0.239,1.361,1.601
250,250,250,32,0.256,1.261,1.517
250,250,250,32,0.200,1.274,1.474
250,250,250,32,0.196,1.289,1.485
250,250,250,32,0.188,1.305,1.493
250,250,250,32,0.251,1.144,1.395
250,250,250,32,0.222,1.271,1.493
250,250,250,32,0.230,1.212,1.442
250,250,250,32,0.193,1.277,1.470
250,250,250,32,0.208,1.159,1.367
250,250,250,32,0.222,1.296,1.518
250,250,250,32,0.232,1.184,1.417
250,250,250,32,0.223,1.376,1.599
250,250,250,32,0.164,1.185,1.349
250,250,250,32,0.226,1.417,1.644
250,250,250,32,0.198,1.220,1.418
250,250,250,32,0.227,1.268,1.495
250,250,250,32,0.228,1.298,1.526
250,250,250,32,0.224,1.178,1.402
250,250,250,32,0.269,1.417,1.686
250,250,250,32,0.262,1.350,1.611
250,250,250,32,0.239,1.372,1.611
250,250,250,32,0.237,1.340,1.577
250,250,250,32,0.196,1.346,1.541
250,250,250,32,0.223,1.310,1.533
250,250,250,32,0.274,1.080,1.354
250,250,250,32,0.246,1.428,1.674
250,250,250,32,0.217,1.185,1.402
250,250,250,32,0.170,1.027,1.197
250,250,250,32,0.244,1.201,1.445
250,250,250,32,0.224,1.391,1.615
250,250,250,32,0.222,1.325,1.547
250,250,250,32,0.187,1.328,1.515
250,250,250,32,0.257,1.349,1.605
250,250,250,32,0.256,1.297,1.553
250,250,250,32,0.250,1.194,1.444
250,250,250,32,0.260,1.262,1.521
250,250,250,32,0.237,1.222,1.459
250,250,250,32,0.279,1.305,1.584
250,250,250,32,0.191,1.281,1.471
250,250,250,32,0.227,1.156,1.383
250,250,250,32,0.202,1.202,1.403
250,250,250,32,0.218,1.236,1.454
250,250,250,32,0.187,1.299,1.487
250,250,250,32,0.190,1.414,1.604
250,250,250,32,0.232,1.137,1.368
250,250,250,32,0.181,1.151,1.332
250,250,250,32,0.231,1.079,1.310
250,250,250,32,0.237,1.429,1.667
250,250,250,32,0.216,1.311,1.527
