A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,4,0.002,1.308,0.000,1.310
1000,1000,1000,4,0.002,1.367,0.000,1.369
1000,1000,1000,4,0.002,1.334,0.000,1.336
1000,1000,1000,4,0.002,1.426,0.000,1.427
1000,1000,1000,4,0.002,1.258,0.000,1.260
1000,1000,1000,4,0.002,1.370,0.000,1.372
1000,1000,1000,4,0.002,1.400,0.000,1.402
1000,1000,1000,4,0.002,1.333,0.000,1.335
1000,1000,1000,4,0.002,1.393,0.000,1.395
1000,1000,1000,4,0.002,1.344,0.000,1.346
1000,1000,1000,4,0.002,1.395,0.000,1.396
1000,1000,1000,4,0.002,1.378,0.000,1.380
1000,1000,1000,4,0.002,1.390,0.000,1.391
1000,1000,1000,4,0.002,1.427,0.000,1.428
1000,1000,1000,4,0.002,1.414,0.000,1.416
