A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,16,0.128,1.666,0.000,1.794
1000,1000,1000,16,0.096,1.897,0.000,1.993
1000,1000,1000,16,0.088,1.696,0.000,1.784
1000,1000,1000,16,0.176,1.683,0.000,1.859
1000,1000,1000,16,0.192,1.721,0.000,1.913
1000,1000,1000,16,0.136,1.748,0.000,1.885
1000,1000,1000,16,0.152,1.726,0.000,1.879
1000,1000,1000,16,0.184,1.759,0.000,1.943
1000,1000,1000,16,0.208,1.738,0.000,1.946
1000,1000,1000,16,0.156,1.827,0.000,1.983
1000,1000,1000,16,0.128,1.713,0.000,1.842
1000,1000,1000,16,0.148,1.826,0.000,1.974
1000,1000,1000,16,0.140,1.693,0.000,1.833
1000,1000,1000,16,0.156,1.736,0.000,1.892
1000,1000,1000,16,0.124,1.766,0.000,1.891
