A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,8,0.003,1.460,0.000,1.463
1000,1000,1000,8,0.002,1.469,0.000,1.471
1000,1000,1000,8,0.002,1.465,0.000,1.466
1000,1000,1000,8,0.004,1.439,0.000,1.443
1000,1000,1000,8,0.002,1.459,0.000,1.460
1000,1000,1000,8,0.002,1.461,0.000,1.462
1000,1000,1000,8,0.002,1.455,0.000,1.457
1000,1000,1000,8,0.002,1.511,0.000,1.513
1000,1000,1000,8,0.002,1.470,0.000,1.472
1000,1000,1000,8,0.002,1.467,0.000,1.469
1000,1000,1000,8,0.002,1.458,0.000,1.460
1000,1000,1000,8,0.002,1.474,0.000,1.475
1000,1000,1000,8,0.002,1.443,0.000,1.445
1000,1000,1000,8,0.002,1.465,0.000,1.467
1000,1000,1000,8,0.002,1.447,0.000,1.449
