A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,1,0.014,4.675,0.011,4.700
1500,1500,1500,1,0.016,4.806,0.012,4.834
1500,1500,1500,1,0.015,4.796,0.011,4.823
1500,1500,1500,1,0.014,4.788,0.012,4.814
1500,1500,1500,1,0.014,4.783,0.012,4.809
1500,1500,1500,1,0.014,4.781,0.011,4.807
1500,1500,1500,1,0.014,4.787,0.011,4.813
1500,1500,1500,1,0.014,4.802,0.012,4.828
1500,1500,1500,1,0.014,4.793,0.011,4.818
1500,1500,1500,1,0.014,4.786,0.012,4.812
1500,1500,1500,1,0.014,4.784,0.012,4.810
1500,1500,1500,1,0.014,4.781,0.011,4.807
1500,1500,1500,1,0.014,4.787,0.013,4.814
1500,1500,1500,1,0.014,4.782,0.012,4.808
1500,1500,1500,1,0.014,4.779,0.011,4.804
