A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,16,0.175,1.465,0.734,2.373
1500,1500,1500,16,0.159,1.494,0.551,2.204
1500,1500,1500,16,0.151,1.482,0.822,2.454
1500,1500,1500,16,0.158,1.490,0.772,2.421
1500,1500,1500,16,0.161,1.476,0.732,2.369
1500,1500,1500,16,0.198,1.486,0.890,2.575
1500,1500,1500,16,0.155,1.478,0.551,2.183
1500,1500,1500,16,0.179,1.496,0.707,2.382
1500,1500,1500,16,0.194,1.494,0.689,2.377
1500,1500,1500,16,0.263,1.485,0.538,2.286
1500,1500,1500,16,0.238,1.511,0.705,2.454
1500,1500,1500,16,0.179,1.553,0.818,2.550
1500,1500,1500,16,0.179,1.485,0.710,2.373
1500,1500,1500,16,0.215,1.476,0.465,2.156
1500,1500,1500,16,0.191,1.513,0.774,2.477
