A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,8,0.017,1.304,0.045,1.367
1500,1500,1500,8,0.020,1.365,0.052,1.437
1500,1500,1500,8,0.020,1.356,0.047,1.423
1500,1500,1500,8,0.020,1.355,0.043,1.417
1500,1500,1500,8,0.020,1.353,0.045,1.418
1500,1500,1500,8,0.020,1.365,0.060,1.445
1500,1500,1500,8,0.020,1.351,0.045,1.417
1500,1500,1500,8,0.023,1.350,0.047,1.420
1500,1500,1500,8,0.020,1.351,0.043,1.415
1500,1500,1500,8,0.020,1.351,0.048,1.419
1500,1500,1500,8,0.020,1.360,0.056,1.436
1500,1500,1500,8,0.020,1.350,0.041,1.411
1500,1500,1500,8,0.020,1.351,0.051,1.422
1500,1500,1500,8,0.020,1.350,0.046,1.417
1500,1500,1500,8,0.020,1.354,0.044,1.419
