A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
1500,1500,1500,32,0.487,3.208,3.695
1500,1500,1500,32,0.464,3.145,3.610
1500,1500,1500,32,0.490,3.067,3.557
1500,1500,1500,32,0.497,3.301,3.798
1500,1500,1500,32,0.481,3.349,3.830
1500,1500,1500,32,0.495,3.056,3.551
1500,1500,1500,32,0.481,3.256,3.737
1500,1500,1500,32,0.499,3.037,3.536
1500,1500,1500,32,0.536,3.243,3.779
1500,1500,1500,32,0.497,3.225,3.723
1500,1500,1500,32,0.461,3.149,3.611
1500,1500,1500,32,0.414,3.302,3.716
1500,1500,1500,32,0.420,3.114,3.534
1500,1500,1500,32,0.395,3.233,3.628
1500,1500,1500,32,0.447,3.289,3.736
1500,1500,1500,32,0.548,3.326,3.874
1500,1500,1500,32,0.427,3.280,3.706
1500,1500,1500,32,0.424,3.259,3.683
1500,1500,1500,32,0.487,3.073,3.560
1500,1500,1500,32,0.568,3.135,3.703
1500,1500,1500,32,0.439,3.274,3.713
1500,1500,1500,32,0.479,3.216,3.695
1500,1500,1500,32,0.415,3.433,3.849
1500,1500,1500,32,0.414,3.084,3.499
1500,1500,1500,32,0.478,3.064,3.542
1500,1500,1500,32,0.486,3.366,3.852
1500,1500,1500,32,0.517,3.253,3.770
1500,1500,1500,32,0.474,3.071,3.544
1500,1500,1500,32,0.451,3.427,3.877
1500,1500,1500,32,0.441,3.235,3.677
1500,1500,1500,32,0.446,3.093,3.539
1500,1500,1500,32,0.516,3.450,3.966
1500,1500,1500,32,0.474,3.341,3.815
1500,1500,1500,32,0.468,3.270,3.738
1500,1500,1500,32,0.391,3.211,3.602
1500,1500,1500,32,0.534,3.394,3.927
1500,1500,1500,32,0.525,3.216,3.741
1500,1500,1500,32,0.478,3.382,3.861
1500,1500,1500,32,0.608,3.241,3.849
1500,1500,1500,32,0.477,3.112,3.589
1500,1500,1500,32,0.479,3.125,3.604
1500,1500,1500,32,0.442,2.868,3.310
1500,1500,1500,32,0.545,3.403,3.947
1500,1500,1500,32,0.439,3.304,3.743
1500,1500,1500,32,0.367,3.120,3.487
1500,1500,1500,32,0.517,3.254,3.771
1500,1500,1500,32,0.427,3.324,3.750
1500,1500,1500,32,0.491,3.127,3.618
1500,1500,1500,32,0.446,3.381,3.827
1500,1500,1500,32,0.387,3.322,3.709
1500,1500,1500,32,0.464,3.026,3.490
1500,1500,1500,32,0.530,3.344,3.875
1500,1500,1500,32,0.509,3.348,3.857
1500,1500,1500,32,0.407,3.286,3.693
1500,1500,1500,32,0.542,3.097,3.640
1500,1500,1500,32,0.393,3.212,3.605
1500,1500,1500,32,0.464,3.276,3.741
1500,1500,1500,32,0.480,3.092,3.572
1500,1500,1500,32,0.550,3.361,3.911
1500,1500,1500,32,0.419,3.281,3.701
1500,1500,1500,32,0.482,3.034,3.516
1500,1500,1500,32,0.424,3.269,3.693
1500,1500,1500,32,0.469,3.342,3.811
1500,1500,1500,32,0.394,3.270,3.664
1500,1500,1500,32,0.512,3.111,3.624
1500,1500,1500,32,0.444,3.133,3.578
1500,1500,1500,32,0.517,3.244,3.761
1500,1500,1500,32,0.536,3.216,3.752
1500,1500,1500,32,0.540,3.259,3.799
1500,1500,1500,32,0.546,3.206,3.751
1500,1500,1500,32,0.435,3.295,3.730
1500,1500,1500,32,0.438,3.238,3.677
1500,1500,1500,32,0.467,3.363,3.830
1500,1500,1500,32,0.450,3.213,3.663
1500,1500,1500,32,0.381,3.198,3.579
1500,1500,1500,32,0.461,3.379,3.840
1500,1500,1500,32,0.483,3.256,3.738
1500,1500,1500,32,0.443,3.358,3.801
1500,1500,1500,32,0.502,3.239,3.740
1500,1500,1500,32,0.484,3.217,3.701
1500,1500,1500,32,0.459,3.141,3.600
1500,1500,1500,32,0.530,3.380,3.909
1500,1500,1500,32,0.546,3.237,3.783
1500,1500,1500,32,0.440,3.276,3.716
1500,1500,1500,32,0.501,3.071,3.573
1500,1500,1500,32,0.478,3.288,3.766
1500,1500,1500,32,0.497,3.252,3.749
1500,1500,1500,32,0.371,3.319,3.690
1500,1500,1500,32,0.510,3.082,3.593
1500,1500,1500,32,0.479,3.335,3.814
1500,1500,1500,32,0.471,3.281,3.752
1500,1500,1500,32,0.572,3.396,3.968
1500,1500,1500,32,0.436,3.262,3.698
1500,1500,1500,32,0.537,3.144,3.681
1500,1500,1500,32,0.506,3.325,3.831
1500,1500,1500,32,0.506,3.312,3.818
1500,1500,1500,32,0.427,3.460,3.887
1500,1500,1500,32,0.556,3.297,3.853
1500,1500,1500,32,0.482,3.264,3.746
1500,1500,1500,32,0.615,3.373,3.988
