A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,4,0.014,1.882,0.016,1.912
1500,1500,1500,4,0.015,1.986,0.018,2.019
1500,1500,1500,4,0.015,1.983,0.017,2.014
1500,1500,1500,4,0.018,1.967,0.032,2.017
1500,1500,1500,4,0.014,1.976,0.020,2.011
1500,1500,1500,4,0.014,1.970,0.019,2.003
1500,1500,1500,4,0.027,1.952,0.016,1.995
1500,1500,1500,4,0.018,1.962,0.023,2.003
1500,1500,1500,4,0.018,1.963,0.020,2.001
1500,1500,1500,4,0.030,1.942,0.018,1.990
1500,1500,1500,4,0.018,1.961,0.022,2.001
1500,1500,1500,4,0.014,1.965,0.018,1.997
1500,1500,1500,4,0.018,1.960,0.022,2.000
1500,1500,1500,4,0.014,1.958,0.017,1.990
1500,1500,1500,4,0.018,1.966,0.023,2.007
