A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,0,0.030,2.330,0.040,2.400
1500,1500,1500,0,0.020,2.220,0.030,2.270
1500,1500,1500,0,0.010,2.210,0.050,2.270
1500,1500,1500,0,0.010,2.220,0.030,2.260
1500,1500,1500,0,0.010,2.220,0.030,2.260
1500,1500,1500,0,0.010,2.230,0.030,2.270
1500,1500,1500,0,0.020,2.220,0.040,2.280
1500,1500,1500,0,0.020,2.220,0.040,2.280
1500,1500,1500,0,0.020,2.230,0.030,2.280
1500,1500,1500,0,0.010,2.230,0.040,2.280
1500,1500,1500,0,0.010,2.230,0.030,2.270
1500,1500,1500,0,0.020,2.230,0.030,2.280
1500,1500,1500,0,0.010,2.240,0.030,2.280
1500,1500,1500,0,0.010,2.230,0.030,2.270
1500,1500,1500,0,0.020,2.230,0.030,2.280
