NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
4194304,4096,32,4,0.079900,0.889350,0.889350,3.857,1.421,0.481,305.23
4194304,4096,32,4,0.148016,0.889886,0.889886,4.166,1.454,0.460,318.15
4194304,4096,32,4,0.145310,0.882071,0.882071,4.129,1.440,0.439,317.33
4194304,4096,32,4,0.143987,0.886316,0.886316,4.117,1.447,0.467,316.86
4194304,4096,32,4,0.144187,0.887703,0.887703,4.109,1.448,0.477,316.83
4194304,4096,32,4,0.157668,0.888002,0.888002,4.210,1.460,0.441,318.48
4194304,4096,32,4,0.142019,0.889215,0.889215,4.096,1.448,0.489,316.73
4194304,4096,32,4,0.149101,0.885903,0.885903,4.110,1.448,0.495,318.14
4194304,4096,32,4,0.145709,0.880967,0.880967,4.089,1.446,0.498,317.14
4194304,4096,32,4,0.145370,0.882666,0.882666,4.051,1.447,0.535,316.89
