A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
2000,2000,2000,1,0.029,11.135,0.017,11.181
2000,2000,2000,1,0.026,11.091,0.019,11.136
2000,2000,2000,1,0.024,11.105,0.019,11.148
2000,2000,2000,1,0.024,11.109,0.019,11.151
2000,2000,2000,1,0.023,11.103,0.020,11.146
2000,2000,2000,1,0.024,11.106,0.018,11.148
2000,2000,2000,1,0.023,11.110,0.019,11.153
2000,2000,2000,1,0.024,11.110,0.019,11.153
2000,2000,2000,1,0.024,11.112,0.019,11.155
2000,2000,2000,1,0.024,11.111,0.019,11.154
2000,2000,2000,1,0.024,11.111,0.019,11.155
2000,2000,2000,1,0.024,11.114,0.019,11.157
2000,2000,2000,1,0.024,11.111,0.019,11.154
2000,2000,2000,1,0.024,11.112,0.019,11.154
2000,2000,2000,1,0.024,11.113,0.020,11.156
